index,reward,V_reward,attitude_penalty,wm_penalty,beta_penalty,action_sum_penalty,action_penalty,steps
870,-168.22206387885868,-385.52212426406845,-49.53766497853384,-845.7200269625827,-311.2388768001437,-218.7104250016999,-413.4897178888321,2000
871,-233.84214752582915,-512.6937854925795,-56.20482231440909,-762.1442338713356,-108.50350949777878,-169.24013212319832,-410.6777689004431,2000
872,4.711313569643065,-342.7365297900044,-34.360102900614756,-748.9306408242494,-121.53328209255858,-182.44501746089347,-397.4261197427578,2000
873,43.60373289753324,-513.3419449618651,-56.509282843546806,-780.0611204946175,-79.62644040978991,-346.16145189163126,-421.7688650606507,2000
874,-380.10836004001817,-536.2392146480561,-59.20704126065793,-792.4910535828079,-134.1361347472098,-352.01937882159143,-452.43577365899455,2000
875,369.6505388403126,-345.9380695542903,-43.84212919524303,-694.6533627954445,-73.39225027611516,-212.97466975660376,-396.2313747132302,2000
876,13.948719298847472,-361.28456085416013,-47.338763233164705,-813.2900181215948,-193.1518998299813,-231.35463967687375,-437.9108711039041,2000
877,-24.604484122842056,-533.088530449372,-58.45494461608009,-648.1422980504775,-50.260375012032455,-145.9300902244591,-360.7986270248782,2000
878,-1087.5866621555656,-634.8472466311504,-52.88601965563594,-838.3863923722005,-247.02888253308507,-86.71902885526806,-383.7496756455928,2000
879,-187.1095750401716,-475.54837308464715,-52.375850716303155,-792.6000890604577,-225.38091467972848,-164.53270733130884,-412.86708631626914,2000
880,-710.2317939413402,-563.3139474414995,-40.33314833546836,-821.8649652701594,-244.34282832028038,-241.14313120929216,-402.9737404525127,2000
881,-440.0497620154274,-434.61501031586613,-60.410299695886685,-828.7937069294167,-241.65539289620216,-144.8060826881408,-435.17077899767935,2000
882,-146.8395582068952,-461.7900618480862,-56.13800625395914,-740.4538849214548,-100.59630297390319,-190.65130603256827,-400.16557687610975,2000
883,336.22007869499976,-328.75668305148565,-48.652394125755556,-772.681965814615,-83.27129568227716,-171.17741033014687,-410.4683214675864,2000
884,-782.8289084234023,-313.5733025221161,-77.60430187874799,-907.2066789104316,-577.1431629696482,-71.91266012058685,-498.39119300299353,2000
885,-99.41644576988163,-551.4459241636287,-48.204701506360706,-606.5900583220305,-129.23995683066246,-201.96722524319787,-364.73220617136536,2000
886,-1205.9058715458661,-985.3159130607021,-54.2095929160897,-916.8793314552762,-399.0037212414072,-112.2710864354557,-485.92393821950674,2000
887,-1043.7746272681215,-651.3609545825339,-56.93002724631116,-843.7443943256367,-306.86291776567225,-142.65881009075142,-443.33170129856694,2000
888,-29.67353968980612,-300.56842991963765,-26.490841837442733,-868.0555643802664,-293.0503524774858,-177.07609179430514,-441.640957329384,2000
889,-64.09493349720726,-522.4438772135769,-52.76450091428133,-670.4067810957985,-70.3209950675403,-224.88960043277544,-371.416262962233,2000
890,418.8236303736911,-243.17816537946777,-62.2300925416928,-806.9190911851103,-124.1143748656696,-240.35762199047176,-443.4673427069032,2000
891,-471.5541051684317,-425.4030116527785,-49.90530353265237,-814.3417006183527,-317.817704902665,-175.12784881227176,-470.5738709239344,2000
892,47.377761904409205,-530.2873064695948,-54.67564619639768,-615.2952680534519,-76.03813240787937,-153.03587445402152,-370.58052497959744,2000
893,420.1176083020459,-311.93889524455915,-60.029343884820946,-664.2512552559975,-114.57895879305634,-223.4292139449388,-412.7595452470232,2000
894,-103.92075903757558,-559.3877437973152,-50.28842645842563,-679.7410791630847,-65.48353462387209,-179.59743819989853,-391.3289063440253,2000
895,-535.898841557875,-602.7176370657925,-35.20498861209431,-704.2504416241144,-89.56252397655386,-291.67258694559007,-405.00280888377813,2000
896,-33.13093720070322,-503.09745996937414,-56.764518336469784,-656.9674708555854,-133.35298732028514,-219.20141112052008,-363.7862546206105,2000
897,-1873.8987023844074,-786.2318201580543,-127.92422293777189,-1029.1034635144022,-494.43565070014006,-198.78131588083707,-429.60492462093697,2000
898,-216.57420521818977,-532.3355463913933,-38.88234629288649,-794.0841747615251,-154.49527771527337,-263.6165815730731,-416.56996256939937,2000
899,107.20187258847221,-369.25502006739856,-49.361032693045246,-812.680459998144,-139.49165829339165,-219.56047472608918,-473.60909134725136,2000
900,-693.9665060219402,-458.01035547801047,-22.96761172046577,-882.393217779024,-467.5419609283832,-120.53342600626569,-474.23655354069183,2000
901,337.623314714037,-191.099229699418,-25.56297721184007,-811.6265446032947,-351.387109039833,-167.24691977299926,-440.32781586940575,2000
902,-81.56560148810073,-329.6625925899511,-59.88279318982847,-785.0436433981457,-183.51925200361023,-338.3236773131671,-459.6882172563023,2000
903,187.31653971319173,-359.67714715367873,-43.3441049928007,-693.6326675568339,-172.7784188194922,-220.51090623482784,-436.34982094043283,2000
904,424.7361284604228,-173.88180873699463,-53.49974952565889,-884.135749764832,-187.78584913104478,-186.81511422902682,-434.6013705240674,2000
905,-469.1163634000177,-658.2879260313698,-48.289416880056564,-733.2229281439605,-91.828868381932,-164.1930347664225,-377.2166243625885,2000
906,-887.2485237186421,-680.1642997973506,-48.188941819050804,-903.7765026546025,-407.2166758609241,-162.97746686592342,-470.0102825329576,2000
907,480.38205553472,-317.040099503044,-35.29656813191904,-690.7290246379166,-98.32260206433324,-197.39140006576247,-389.45820976175315,2000
908,14.15874016511733,-272.9194764802561,-45.9038821376184,-777.2976531593242,-135.36034285205486,-193.7621825337811,-457.8868947450033,2000
909,283.2138309216068,-334.9160074378561,-28.787217396390513,-748.8440920770605,-87.35312773510928,-197.8655858677374,-410.17392128518856,2000
910,-427.9883590523127,-355.1088758939021,-43.55690678149304,-849.5971712678049,-479.9960781215769,-179.6812894949598,-495.74255474601046,2000
911,265.47965604748816,-375.7216755203524,-40.343903530917125,-718.7292481452363,-103.37190110211792,-305.2779105005642,-375.7137915358213,2000
912,182.63680679128646,-432.1144511240088,-35.36464227631862,-627.8205862905048,-156.74390902292438,-211.62386629922932,-386.0808968375656,2000
913,-310.9604153331835,-388.2065314530847,-67.84334231676085,-739.9253838882056,-287.2671032420432,-106.17484139625091,-434.66413157779914,2000
914,-1146.8163783678574,-789.7814389295246,-53.46786978605319,-901.6822646972095,-428.45962172124337,-75.3094769035426,-479.7793654895676,2000
915,445.49933238107144,-355.5117745622458,-45.52931455013586,-660.5200781093708,-89.6065621195143,-186.20108229463577,-366.0231657029419,2000
916,-616.0088557021867,-645.3820065409083,-49.860301138741825,-804.4852707371373,-236.10268438889588,-128.53970278880604,-450.9884935220315,2000
917,12.823880133516429,-247.83883853686118,-37.344135118792856,-881.0753916461895,-222.24755774514216,-242.8777795018151,-446.4529920183988,2000
918,-1323.3174501074213,-838.2029247956453,-41.3133516800996,-884.7188239012786,-388.1963653162703,-149.09667026326954,-441.78749770895456,2000
919,328.90417282013044,-102.09092793351907,-34.56964653473124,-905.7768493533532,-205.59150487808463,-238.59289285816774,-453.74974801240825,2000
920,-300.396520770147,-539.9314120853187,-49.313707647473194,-763.1842320654188,-125.48729444013743,-156.8407129795897,-470.15669501596005,2000
921,151.77151749957548,-409.80272473297333,-52.82588140762678,-590.207168888529,-52.549421807918186,-245.2645130208301,-384.03869232041785,2000
922,-611.6327629666877,-450.17572291665965,-59.122560472592596,-847.7058034276209,-385.1015860117319,-144.639182071591,-446.0805859877353,2000
923,-83.50353711292973,-173.45387894143204,-38.652967291600966,-972.8204155949674,-691.3220655402079,-142.85288178423804,-490.88006144125865,2000
924,-858.1853935111931,-709.953392542573,-48.874328476795526,-727.4857413375895,-101.80533971270852,-160.40177273315356,-395.87713853515385,2000
925,-93.92772331781121,-506.04036766200136,-48.274566355877,-772.3761153301994,-116.73889085196073,-214.52790613744764,-392.1253396042306,2000
926,-1108.200901440975,-686.0921028798113,-53.7893202789215,-817.1031208287128,-388.92180410146017,-121.1100923803919,-472.3100030745648,2000
927,-38.07148124902819,-448.24056196419184,-53.408249221308935,-772.0404585521142,-118.86882766883802,-184.9250174654025,-391.5157892691866,2000
928,-943.9816759229575,-624.2517865226057,-57.06173305179456,-872.1243778208512,-137.94238259028626,-167.60449240008484,-467.4188324851476,2000
929,533.1248503132189,-268.1197868096679,-33.02972112824507,-742.7158894655287,-119.20362657265353,-163.58015784296907,-430.40653812737963,2000
930,299.7963989323331,-461.5335509426655,-26.937701245291915,-667.3639916220967,-56.99981980225006,-211.75111864227063,-390.7690270209494,2000
931,-419.71932093547997,-610.4678839766885,-48.42007443436922,-772.7334524982198,-146.23079889427424,-177.5682793175328,-383.7221854317065,2000
932,343.0213012088064,-381.5054670955157,-38.42769037059629,-783.0895855219944,-71.36753795706564,-201.20160928416436,-400.933110911683,2000
933,-504.19058081705543,-609.8606762953506,-43.53826421881433,-860.6779047200071,-227.9842337849274,-88.3230369767983,-425.0696850231535,2000
934,-242.2136100999035,-297.41476237752687,-51.368348083672835,-870.375322800892,-480.64536762685856,-152.8045543511856,-447.9407827996592,2000
935,-557.4743291685508,-827.6246561363666,-58.2783957409053,-878.5846904104218,-243.87493576096986,-200.54870064045585,-429.9295200510451,2000
936,-85.33745048352762,-395.320046730753,-40.01516012394297,-717.2174108997156,-117.16820452942477,-250.71384945420016,-432.7252900861702,2000
937,-826.3819868502416,-487.28310629438937,-44.67345067158207,-790.7748359801866,-415.3147255522007,-255.26085354304746,-483.98923520676095,2000
938,549.6486632155443,-175.44831595533233,-13.672735872264726,-745.1159821420664,-263.32262670215454,-180.23382622179287,-420.77724922347664,2000
939,-937.2152229267317,-842.6100838153734,-47.12530352001588,-794.8182129174168,-195.53430445534858,-196.98730364522618,-375.0003749058981,2000
940,49.29126513924166,-359.7056100450141,-43.309418641600246,-833.8689525685752,-102.6783648528236,-209.18834630813473,-414.042592847907,2000
941,-108.0060822010506,-368.3478038572171,-24.190692867259337,-796.8941146139178,-190.77493756262265,-148.84791355057033,-366.17162450057447,2000
942,-422.28635293521376,-454.0728102566035,-31.349585882323577,-874.7798045373565,-315.2929142515398,-158.70597090912167,-416.78953052300193,2000
943,873.8046053913982,-203.94080001916532,-20.16269844344357,-719.1338294276374,-85.96632363889289,-225.21879776016004,-385.782742481626,2000
944,-840.7344516116615,-410.7014107463162,-48.585354923856976,-870.1912708872453,-389.59040069852927,-120.56001979233021,-478.96239014869576,2000
945,-55.61739738002464,-360.53357095797577,-19.833408275273857,-740.2793041115981,-307.3537395592836,-179.22283840359248,-415.1772157890005,2000
946,82.32442573004708,-473.54410086775135,-51.87209408594872,-682.6862522733735,-119.55690900907153,-161.5688283557939,-395.4650148385793,2000
947,-1251.4856332607244,-927.001251257862,-71.12307916339302,-840.8620093083942,-288.21639932993077,-208.4307086507373,-439.45311974935464,2000
948,-104.87371980940414,-228.89461316908904,-40.039228821612404,-876.2520753964859,-423.2431505577384,-193.06522256627719,-451.28569937179657,2000
949,28.632262673796582,-437.0252745813177,-39.03654468535083,-705.974349174363,-112.79639896332908,-178.77692541068834,-400.29998366714545,2000
950,-451.3413227434404,-484.10639373175536,-62.3760481166773,-855.0490095309817,-339.28435064996376,-115.94036657917785,-443.3618966238221,2000
951,557.8012309028175,171.2365500233185,-45.2181919216708,-986.6870966246321,-229.8833112433909,-257.67166623256213,-454.6847826781789,2000
952,190.3491500658588,-364.5247201884182,-40.51251248981611,-655.0015436972816,-68.39402767923698,-213.36781285889387,-420.7321309720578,2000
953,77.54022193515085,-511.01712297419095,-14.699298633880714,-647.34930268655,-102.84772610022559,-216.59035147116,-338.3034417554799,2000
954,256.9678445269881,-370.6626942158402,-38.54789310573743,-778.1050714159733,-138.13655672961448,-272.8386443400429,-422.1397643537098,2000
955,-166.0195825702659,-370.47909145588363,-47.1044651034774,-919.750398321445,-387.716534988218,-281.7887553715,-472.60911239248406,2000
956,-1061.515676757105,-645.6537131269121,-49.89864090103766,-827.6312151092137,-312.3768285792092,-243.5484969890951,-443.08224174762637,2000
957,-242.94730164957525,-476.48758132398365,-29.510851842442662,-706.4315980414488,-196.4974009859707,-197.23670801923288,-406.4333966683549,2000
958,-394.95238859498255,-503.5859467059814,-56.681563646155105,-771.9097673143042,-166.7875700167545,-173.62345060248919,-430.8065608368434,2000
959,617.1731260382647,-330.55036916892414,-39.76531658318492,-691.3111089047468,-79.65827043983313,-209.84330541949626,-393.33750099046136,2000
960,-1244.5461336040742,-678.1327154313378,-39.64357225418802,-941.1716487459744,-361.6750776765906,-175.59995989021547,-403.42654801856094,2000
961,394.4747139165953,-104.13755043234616,-15.806117647556736,-831.9776702535588,-271.4457926101379,-167.4172330911439,-416.2634601901687,2000
962,-353.24486071822076,-535.8516925335763,-34.81709802193,-942.2943437534794,-183.63618972498904,-413.9955707456443,-381.4867994744437,2000
963,468.07700494151686,-200.96186459655573,-44.835255121304876,-800.5521696593713,-181.63825553962934,-260.4135936464025,-406.5887247841379,2000
964,196.5309830313032,41.32488325588135,-53.55917251973486,-961.3118746139651,-304.1648775937534,-178.3672009158356,-454.6427181356198,2000
965,-971.833455712295,-600.5611481008101,-41.49051854072257,-832.2312189294184,-248.90222230767233,-205.02606533861248,-419.6719325591844,2000
966,752.6000235071174,-212.0409381747288,-23.524445928746925,-680.0145171578233,-68.1170398430293,-185.93803053068424,-362.77805295860935,2000
967,168.93882871445814,-490.4502313714288,-29.99921466127568,-701.0170482290214,-75.6850101388344,-180.04748046332057,-361.3313159950397,2000
968,-23.897231900126464,-370.02770469808297,-50.143943605254194,-770.955861351144,-148.95967295372841,-253.79812318498887,-416.01522014346375,2000
969,-798.6762653594935,-756.7471756391728,-41.48962929258502,-1001.7063401487401,-323.25674463112483,-252.6018063957317,-500.4268244141933,2000
970,-564.2591373099939,-602.3505549671062,-44.301792657838966,-820.3173581035037,-111.02961831188652,-190.43433194972116,-436.71807373171833,2000
971,-487.1368644786158,-574.7179953435502,-62.16685865608552,-755.312063333013,-129.81309260563657,-177.29966180985443,-419.89558012370753,2000
972,-289.9164914585438,-519.7282013399176,-42.95421723740322,-728.3533897266918,-134.65819522630397,-270.2034239472453,-422.9126293453026,2000
973,-507.3076000671471,-707.4837665927653,-35.96628294304442,-741.3270136406175,-91.44405649448603,-203.90354970864763,-414.43258394950846,2000
974,-15.913118175103103,16.73653835892388,-41.72187631074914,-994.5301858520846,-463.1936127122433,-148.43162328199102,-496.97098234943047,2000
975,-1063.139986121121,-723.2893118663635,-47.43858491932816,-921.1814981106965,-334.0304137875323,-119.28232435582186,-433.21305811145896,2000
976,-519.70145806103,-294.35510409440803,-41.17016515464507,-878.2539804038248,-503.58819854374326,-126.90193029104395,-487.80212158209207,2000
977,-1575.6739439827386,-760.7501784103363,-39.98306560276217,-876.9797044045887,-561.1819789231721,-169.75651806689183,-493.0208788191161,2000
978,339.3964584651756,-199.69809047757053,-33.50630650243394,-776.0468982931452,-167.66472812894028,-331.80595336034196,-411.93031283893214,2000
979,-423.2035173089086,-254.0506164156822,-42.52146760633464,-980.5346026851224,-472.4852433279724,-144.82755879460547,-500.47599924556346,2000
980,373.3596548785595,-311.56624175178547,-13.882308552530635,-633.6711472910594,-149.76773107123253,-221.4608336280797,-377.5076342702556,2000
981,-777.4811409159694,-585.859743936171,-29.59094554752147,-842.2150976786116,-265.2483904566615,-136.71266197400757,-387.1409914479135,2000
982,-265.0732840994796,-543.116542368651,-63.31572705046145,-743.0653118056778,-120.93798650546138,-154.13876137980543,-415.9374787386386,2000
983,773.514705308024,-179.53088712248757,-24.110716482885504,-722.2611587337577,-67.91418025039695,-213.84465036040712,-359.3449203364243,2000
984,-11.45128251442809,-341.47604517515634,-38.95446588245984,-705.6034485427256,-189.61484462323608,-196.69417230558253,-384.6211228463358,2000
985,-793.9620793859407,-428.08158589678357,-40.73684011099557,-960.9047146982506,-828.2698757871898,-80.98483321579315,-499.2471591343922,2000
986,62.67501495534179,-523.2263933216906,-38.382794708115114,-677.8144418780929,-73.66164270757879,-294.83637774998215,-387.4238037334877,2000
987,-1289.388278064308,-902.5806863204111,-50.97874262574137,-869.4118653791849,-93.40852545824791,-118.70701601191497,-469.3478510764801,2000
988,-53.649360702801125,-560.6011998954726,-31.131013345195246,-692.696382225484,-41.794473756108644,-221.82975273639642,-315.54636273944834,2000
989,-827.6059028520162,-546.8707421764705,-62.71788612495149,-864.030861835628,-381.59639771347173,-266.71986918979553,-423.15207982125776,2000
990,-69.23055537033238,-457.2577053273937,-32.6131528545828,-660.4041583190633,-117.4783247931295,-226.10921149824995,-397.9019271275761,2000
991,151.1202328060443,-415.1365491057802,-15.627173266556564,-668.00631017788,-151.86287227673284,-242.76788045686376,-368.61056023928626,2000
992,-864.691672203029,-637.7681957666164,-45.006752991900484,-741.1313552595666,-126.82242123425418,-145.0223126968758,-394.60070831222026,2000
993,-35.00003277726088,-279.3635236897385,-15.045243539774319,-842.4053507969998,-434.4928449025101,-187.8100629797857,-438.4128595484034,2000
994,-484.22317187878855,-428.5039631166603,-31.91663098104985,-893.199407454083,-426.3069144291743,-109.56852329341922,-453.3497953431227,2000
995,392.61951237030695,-436.0038498298933,-41.204331754374635,-655.9593585922886,-71.09849515132296,-133.0464622198713,-387.5574040169205,2000
996,-4.30114004406177,-426.4273249723217,-47.67658266925753,-846.0953100316932,-112.05525335501507,-292.13628323341237,-381.0783869305743,2000
997,-304.3994537865346,-495.50940345866786,-40.60120956231766,-784.5374444574061,-234.6296652096508,-186.95339566019263,-404.0507976778425,2000
998,-23.356883396145825,-487.3360713565607,-39.32668959661796,-657.6452531942416,-69.9032220936365,-225.23766304878998,-349.98724331422267,2000
999,433.16299930777825,39.91512182871517,-47.080402793608016,-971.0152639332658,-194.87947901181053,-235.95571322323124,-432.36595369385714,2000
1000,84.05928286684843,-209.3732204074542,-25.127627359760098,-796.5153323168216,-306.3459897007149,-179.10090971955154,-424.32146172016377,2000
1001,-876.5565982401403,-654.0518201284345,-47.123308158397464,-765.8039644909368,-284.34668372388575,-84.773098158634,-410.9074303685591,2000
1002,-820.8420758582778,-611.9667115928414,-35.868971696650696,-881.4764606170758,-155.177660017022,-187.0987325055619,-382.80893526607656,2000
1003,163.92585230335843,-222.09519149696155,-35.621637550468954,-888.4629023687087,-241.62367559017764,-181.65193327918112,-384.38933154944203,2000
1004,457.3343343530804,-111.02795112159927,-42.8398016800365,-847.5998014432326,-211.92440642526392,-188.72821952885218,-415.46827338284544,2000
1005,698.9513590540435,-403.9473347515528,-23.984172683444065,-556.920978373907,-43.83215965843148,-257.03301580988415,-318.9491414442191,2000
1006,496.30373958609675,-236.7133850492906,-47.797733665979415,-777.1501412522827,-121.36700604425374,-229.34302629664558,-404.5209900418271,2000
1007,50.21113377505889,-23.270512504770508,-25.310063627448553,-989.26591255154,-398.5572773821316,-156.28503214899163,-489.54282502921166,2000
1008,-471.719076339274,-500.01238904408524,-47.75524365238523,-818.2317651920155,-307.5094766629245,-369.5652819608133,-429.09272393922794,2000
1009,-657.8078282240295,-537.3697329024418,-35.43217470171172,-832.5041172419852,-456.01726685559703,-210.05858406021383,-427.5761627723783,2000
1010,-808.8922255212848,-612.210405978375,-33.82400098089674,-980.2670201918937,-513.9267688175269,-180.82774385244875,-510.7205515341105,2000
1011,20.954994652707406,-269.9191694293371,-35.17342391320249,-816.4586516845363,-254.75694897579052,-196.79503380292815,-408.8101515812286,2000
1012,-394.312176901366,-516.3705787789344,-43.2034080368046,-796.5672870445172,-154.5870544099943,-198.29448078052337,-371.34250721237885,2000
1013,-605.1146427527874,-637.5099367317578,-53.36755761875551,-856.2629041496393,-241.1165345873216,-184.16845914520826,-438.8381620529921,2000
1014,200.20164840457633,-139.11677445120105,-35.23279042763274,-886.101272027742,-302.00574168327955,-185.72618596300956,-436.4930268790253,2000
1015,609.044385864029,-300.452775067793,-33.57856342968936,-678.4469826183338,-80.17041843730954,-236.30299310332674,-349.01415364164893,2000
1016,-647.6318373809323,-583.9076835403727,-42.9861998116505,-755.5054499973623,-260.677133944263,-239.79533514161545,-422.3240764104946,2000
1017,484.7412949489978,-346.18850898965934,-19.647089719906415,-693.4640264156262,-84.56821241414106,-212.15434279016566,-336.18615794999135,2000
1018,294.2973200739831,-282.157728213732,-30.48933097701092,-756.2817516246794,-144.71822570626,-217.93259098002582,-393.87777579708876,2000
1019,-693.8389705192062,-438.64291378073386,-37.506436620242454,-873.4874887869987,-380.8264696708139,-138.18567738902573,-485.2764659786478,2000
1020,-134.03112321289075,-441.9173352841175,-40.16235031413687,-719.7630511488659,-162.99268725405267,-225.98889202804895,-427.9534052639911,2000
1021,-282.6934262841599,-358.9060470362194,-35.003593418669965,-809.2940826145975,-377.10478745482055,-145.7997140126645,-440.90372691664146,2000
1022,-117.61708544699614,-243.82646048098192,-51.223590789274226,-872.1251458095155,-371.8769373919136,-227.94787430096298,-445.49022996334753,2000
1023,-1140.0524669315162,-650.423275556674,-35.69473954445122,-968.515024814344,-514.0703062895276,-120.7158471969359,-464.75356426416687,2000
1024,-580.7757787192993,-669.6249181872244,-26.901387159559828,-750.7530915753898,-102.14263566339251,-127.26701262592955,-398.24724017692955,2000
1025,-136.7974156106983,-347.8220596097863,-35.62860573794993,-773.2340316907228,-314.769979225138,-209.98948938128223,-422.46749316322627,2000
1026,-339.9940499851706,-504.42940366777634,-17.588710179891564,-673.4341312584314,-267.99907007457875,-202.25076744904615,-387.85740757410093,2000
1027,795.9068580105153,-78.72554872058645,-43.29579499463156,-768.7912890912454,-115.4398824279164,-256.1534765300473,-396.51683412076665,2000
1028,459.31563993159847,-324.03326526971244,-43.82290179791146,-689.5277227072814,-79.69163886257193,-196.2425278720122,-406.75156817063873,2000
1029,274.0372051369757,59.26440816750806,-47.338251459931136,-928.8164836230086,-284.05154040511934,-186.5600061098699,-459.7151139702034,2000
1030,615.1668231747313,-152.1572662904668,-36.50093630992784,-840.9695885883423,-140.51530113601314,-217.60173643390178,-390.1729876250013,2000
1031,-101.00593941273813,44.7080036542145,-34.1157133365756,-1005.8215459858203,-537.224716858841,-94.97278916868615,-522.934628828129,2000
1032,505.76585349426915,82.42959798710605,-44.11454677982571,-891.3441251433646,-206.3643707090045,-198.51485025754135,-465.5143803138413,2000
1033,-580.0753583776524,-621.772856830384,-56.234307294246626,-751.0727147210848,-111.49406792992205,-156.8728529383366,-430.5258661809505,2000
1034,150.33012450444562,-211.0690396149202,-40.963804586501354,-732.8249670029898,-234.63646460132054,-286.6269014404012,-398.55325357566124,2000
1035,-744.6203794874453,-718.5876807461713,-56.43915433384088,-887.5009425028993,-298.97094502379247,-319.3057081920928,-428.18026052705807,2000
1036,-805.2284125427848,-543.4962049298858,-64.47520104767052,-841.4988615152408,-394.7183763104312,-92.07729755872224,-450.21235831504197,2000
1037,-1019.0212746688467,-885.3071137179401,-41.563586083369906,-813.045641099571,-123.31667413427729,-163.78783045015328,-464.19794460874454,2000
1038,297.7187283101672,-436.5841550561697,-28.82702624437548,-654.039001725482,-55.67162352567364,-241.9716215536794,-343.53989864190305,2000
1039,134.81603501126753,-484.3174591198416,-30.849169134556675,-720.4921341200546,-111.64490374088201,-193.61761118766387,-372.3190420842635,2000
1040,-659.4132251387445,-712.1534118493612,-53.82561998441416,-893.8465981034348,-181.20986887525063,-307.5029455398665,-415.2105697022055,2000
1041,-9.12994189262816,-362.7592145771392,-33.261674551494266,-750.0085247630758,-146.47179793333717,-212.84287618657183,-393.3904920684448,2000
1042,606.6041664466062,-149.72023468344617,-31.48396409682301,-892.4170264246485,-111.14363747882992,-224.30493328391015,-387.5283466387961,2000
1043,226.733906600055,-348.55823881082614,-23.6439825925417,-732.0472471007174,-112.15110473238336,-204.60409455896428,-402.7567673361253,2000
1044,145.98907108515584,-271.46799690150596,-25.298565920870285,-710.7503068300296,-229.7490918535703,-148.21280117194607,-421.0473234732623,2000
1045,152.766642433324,-132.29692660475914,-31.321976022724957,-909.6486450323981,-248.2762817379308,-178.8170606132683,-417.4962699683891,2000
1046,38.84542556832801,-459.7533709977494,-41.9811087362297,-656.3860331155723,-95.0321423452425,-166.8675143893219,-343.97989420198803,2000
1047,-111.45940681783449,-259.6622534574953,-38.280952343010746,-953.3579838037901,-383.5640591406047,-205.8295553794193,-473.7461937162206,2000
1048,435.6224268909912,-249.17600960877922,-36.78535889230972,-683.9251490882798,-124.58951510541486,-185.21939015069626,-411.46119794264496,2000
1049,-66.99467811297299,-360.4497517236859,-40.25381581233324,-769.2132749314495,-145.5048594155061,-344.6309084278664,-422.53572726651845,2000
1050,-232.85464073378085,-442.7274245088618,-14.042011138636845,-780.7904640881604,-301.12059095682974,-212.06003740492295,-410.2209415988705,2000
1051,491.60491942910687,-295.3495068239722,-17.94242500874737,-674.4557513490574,-64.35080462791451,-248.5162675920161,-371.2820298602155,2000
1052,503.7267483909536,-376.4127088089126,-31.283051306273887,-609.6721585185737,-75.56620394551766,-230.54399375741923,-343.29075407361347,2000
1053,71.12164349638333,-311.0975443223127,-32.50187239486399,-824.7628873582752,-206.85564132756892,-154.06811126985414,-378.16493131033525,2000
1054,-652.6085154165992,-504.54012595916487,-40.60539470553849,-887.3655857563389,-429.9962475837277,-204.3020520804131,-408.54388224155616,2000
1055,-777.1590740463,-626.5387408052657,-39.273511349625146,-907.6359632641312,-199.22664071276142,-322.8480695721877,-410.72711544601145,2000
1056,305.21423731907424,-323.02092308764765,-59.515032756600675,-704.5321980331439,-70.65130359349425,-158.11579913479974,-397.8103426541329,2000
1057,-54.63214722912592,-422.6864197826237,-46.98914414201946,-771.8857512716943,-253.46763214588393,-142.41159784620476,-438.71423482409796,2000
1058,-316.57289110596423,-175.64468341562323,-39.876295755862785,-967.2490382878133,-674.3156479332273,-100.89602645875974,-481.2409527981519,2000
1059,-44.42383157360111,-445.1050971206136,-21.586854185202352,-710.1697930192532,-111.53356424044776,-173.06333246958195,-345.39740093313435,2000
1060,19.220659026599126,-364.46007501724074,-32.66917423577487,-761.8289414399875,-204.83830245637094,-161.1585310814649,-409.43327039036546,2000
1061,181.21374471140055,-87.4738948326878,-35.9566504856833,-887.1339347276023,-331.85286286840346,-222.02882230415352,-456.8932548654079,2000
1062,335.6047748458633,-369.86763971350484,-25.839121076216983,-713.9089234463338,-57.30544631777724,-242.1669136461063,-339.07724742704045,2000
1063,-849.5378786076149,-504.0526436443535,-54.027874529625976,-809.2377442605874,-449.49070500770347,-175.65902543769928,-451.3087035163247,2000
1064,-494.91421422377977,-448.97179584878694,-55.988090519257675,-787.0330232185578,-337.1867786908779,-156.8162605391766,-448.2235194460195,2000
1065,-382.5257753901384,-366.4734791650376,-24.171999261263668,-884.9603293616689,-413.60122433541375,-148.79348074435643,-424.9026580388115,2000
1066,165.59772197008687,-417.13200194033715,-29.12338544945362,-701.7371943599361,-69.6298990547296,-194.17848778795002,-348.30807798690455,2000
1067,-118.40991986595927,-471.571347356082,-30.573215653676865,-691.4250439446432,-232.32223849321383,-176.5800983523387,-380.16707598817067,2000
1068,-1387.331384053871,-886.7929111177754,-53.76899151076047,-787.6102686874191,-142.7550726568271,-162.190719101086,-446.32970654793814,2000
1069,259.0922144092176,-14.811163317727516,-31.590416100176604,-886.5436393639051,-342.478014264277,-162.09031167897322,-489.95689741276993,2000
1070,-5672.281669259455,-1968.779149732212,-367.82610517959466,-1388.328122498953,-639.9308357478559,-126.00313067410941,-473.9812177423841,2000
1071,-6026.006472121708,-1795.7901754007653,-468.3855726109507,-1561.2457409159895,-1003.5081510226496,-263.41848876585675,-400.31734236788805,2000
1072,-379.3981939021373,-572.372710944638,-34.61050329141173,-746.0000576444063,-148.51705644346524,-328.1613050004185,-409.69664782248395,2000
1073,-586.6655192658872,-460.1229350728277,-49.258380658865484,-874.362174663564,-390.32240304668744,-86.8352173716311,-464.17782312938795,2000
1074,461.13478510857874,-144.70094010598805,-48.947656656354376,-897.6179937846194,-123.0353851825868,-292.0555733350439,-417.773689948423,2000
1075,-272.0334725640196,-355.5244705148859,-26.407857350946482,-799.84803233982,-369.7567714245176,-157.1417618478848,-454.2355457849303,2000
