index,reward,los_reward,body_rate_penalty,body_accel_penalty,steps
0,86.61004450554651,100.01183144101587,-5.848194823855588,-17.089774511366752,183
1,121.79546209849407,125.56315615496237,-4.803326198635129,-19.40711881872251,192
2,179.22867573189274,191.7662063096997,-8.07632286413656,-20.781248466178994,197
3,38.2670414817824,47.14663837826999,-8.266724191548757,-18.33907645964035,204
4,103.51580838320827,113.81924044870608,-8.438450420023958,-21.184386605790113,216
5,129.65350511584,139.02598319211842,-7.025409141136425,-21.953859028464453,221
6,135.62568079411164,147.51588885000822,-6.984023107029024,-23.163776795853508,235
7,186.1010429556005,198.67191233072043,-7.441550749849481,-25.168810744138764,244
8,171.81824973743156,175.52297090641537,-8.944182761183665,-25.331438130645182,248
9,229.8038253994021,248.5104819941734,-9.855297351967705,-26.59478328583098,255
10,153.54240510720334,177.07331258988413,-15.176261334449794,-25.5541337734632,256
11,162.32323890197577,175.0736127704524,-6.607122286103406,-25.66467681874008,260
12,196.2553858828828,216.15383937256314,-10.037375587711766,-28.21735668072622,280
13,486.30382492724016,535.7408795218312,-23.060744145792977,-43.67573800359938,403
14,200.54219470631014,226.03647390487237,-7.2762353725786495,-18.995609419982546,189
15,616.9396101688113,665.7189373828741,-16.074130735418933,-49.61571763839881,448
16,581.578455849239,640.1071028184739,-27.85591946236738,-49.86371928570234,451
17,275.16835413191444,303.47159227488237,-7.652638193933291,-24.326219718210258,240
18,716.3617832627923,770.4567342978954,-15.368320385285772,-52.85096392266178,465
19,633.0929329861702,690.8465387739235,-24.300242860940656,-51.98121666485725,470
20,679.0831710403438,737.4170684180267,-21.89938357688354,-54.51933721430477,490
21,724.3405518237856,789.7611204113806,-25.243503803776836,-56.493480854559344,503
22,772.1805957749659,845.9096554806645,-32.35827793236002,-58.69970877793221,519
23,239.63188089921582,267.4612505156844,-9.93659232171059,-24.101080842195444,240
24,824.7998453621663,896.4818339710716,-24.06667756320206,-60.13014751194407,531
25,541.9337052842423,591.9649425691215,-16.916537166077386,-41.26042732276572,373
26,456.5083766096166,492.52726630632253,-15.059193054643572,-34.66219859173803,316
27,867.350773050656,934.3129736042749,-21.90380601518636,-64.61969304605906,573
28,938.1445400455392,1022.7234304355719,-30.750086008545253,-66.18704932205928,579
29,903.2486022834811,976.8498459159489,-26.228997481305445,-66.06646717364643,580
30,584.5870952437866,641.5680372071548,-17.89719469328366,-42.53399561321494,391
31,935.6382279956558,1009.4120752903481,-24.365529432748197,-67.17001332739973,587
32,502.1465929157045,549.3500663454535,-11.23572778115863,-36.866555431424864,340
33,942.02506781241,1018.1308047910068,-26.49601118215433,-68.82024986009903,602
34,1012.6490831359362,1092.369328210812,-26.187301806264692,-70.50225104533834,612
35,1042.6878230206055,1135.7518955354374,-34.72178716608229,-72.7223860994042,613
36,514.01765615337,562.3065608539823,-15.1253313433899,-38.74610725665126,362
37,994.0219415392156,1072.6145984610769,-26.439470528896567,-72.0606851585128,627
38,1037.198954190553,1133.7654602530267,-41.12380048836287,-75.41710683160672,642
39,724.8128377055286,797.9478344756053,-25.21386043174359,-51.158930257593795,453
40,1122.0572337846954,1215.7649970525406,-33.545943817086275,-77.744439500894,668
41,829.1719680847918,906.8393632644489,-25.73622860671172,-57.31218417104051,501
42,942.8872094596212,1039.8797061073285,-35.75259785444982,-63.54059717973083,541
43,247.16757226698476,275.45909661069453,-10.42711019298231,-26.233380692081873,258
44,126.8313113896623,145.43544993308066,-8.349966274941734,-18.830570703330405,199
45,590.4819239189384,640.0534062751342,-14.794156682287666,-42.775803560559204,383
46,266.0648198207231,295.1475717314163,-12.111615866627902,-25.50525162960316,244
47,1056.809512608504,1142.7744476874357,-24.963525601426323,-70.24453583775568,614
48,1153.5192939382657,1254.435638016573,-31.20242302136472,-74.08633929495402,621
49,433.96732700123664,465.28736814025325,-12.109487021286986,-31.358745771900782,284
50,862.0573579231641,941.5941270791083,-26.282125981108422,-60.709852918458985,528
51,347.0970494272489,371.6865397044882,-11.741496352683418,-32.6704531173214,308
52,602.7206107236941,662.9538716114778,-22.565492678342945,-45.31680692337321,409
53,476.35417008590184,525.916545685028,-18.122751026008665,-37.854711650248376,353
54,842.8605821015781,918.2417705499046,-23.727636930793967,-57.2648699748458,505
55,823.7077985897978,892.32131600529,-19.62115395934614,-55.714119808088924,489
56,569.1891457193448,614.9277723918728,-12.318350781362803,-41.80040715523669,379
57,900.5609395482046,980.7651879161466,-26.070992246701017,-59.81038388470956,521
58,181.66794495494835,205.64600643452985,-6.281204526059796,-17.866897223310062,178
59,617.1154775220784,675.1858604422972,-18.234619531978407,-45.497139299825555,411
60,698.7400545992184,756.8062295950756,-17.2226824541933,-47.41400016869112,416
61,499.71404295581897,547.151744886857,-14.572497638741348,-38.30958294485371,359
62,376.6536808799559,409.31072120181966,-9.155685340104277,-29.902165318593696,277
63,911.1992766922875,989.2558171568883,-22.961936772471216,-61.488189082894344,533
64,678.8082399994001,743.4192898885062,-22.909247336346677,-50.039656594876334,448
65,1070.5452433370992,1164.0896372784146,-32.08451539520295,-68.57590712756168,583
66,1130.3008860017417,1214.4326830547836,-29.908694690776183,-72.36992983878478,617
67,867.085893423787,940.7531117592865,-22.06649472072664,-58.9457844833019,518
68,958.1155383875678,1036.7827326705735,-22.810736218675935,-65.49607558517694,573
69,496.99507008460347,550.9910539665203,-17.145497195700276,-36.80279657386591,346
70,965.476333808609,1050.7868077719043,-26.329472473536242,-62.932071191422715,541
71,1205.6472278038455,1303.6964234258994,-28.2174361333117,-76.07832307707285,644
72,392.29004847726594,423.4308815902563,-14.519005444547968,-30.318289042001442,272
73,733.4549158258224,804.4906952869857,-25.51848838773265,-53.10187305736471,471
74,1194.5228674680284,1295.3592912110882,-28.561442194621712,-75.28876273397371,640
75,1105.9292102469003,1203.6909524131324,-33.42920505627431,-71.07914784363435,607
76,295.5021222853784,334.91835107986503,-14.238239031624033,-29.74431380463205,287
77,504.34020582640943,554.2278868169947,-19.02599665270373,-39.709488837794396,362
78,1132.6563964405254,1233.4164567344944,-31.08756346153694,-72.244991594987,609
79,979.163307040232,1065.6717158094898,-28.206744843593263,-66.21489259562368,566
80,572.8673996728734,634.6801508155663,-23.975455709448816,-43.06301111199503,398
81,492.57821706262945,545.4378062246028,-15.954016200065304,-36.905572961908256,347
82,434.8575392433009,476.4941919133662,-12.86764210566738,-36.57796361329141,343
83,679.6801107580166,745.828713086952,-26.33130498346772,-46.67218762368448,405
84,979.187609792798,1060.6028409567407,-25.17261365259947,-65.82180243776652,569
85,580.8145887877181,631.5145975769645,-12.825824143191408,-41.13323190680475,377
86,659.3652025857178,718.765097220412,-14.647992516949747,-45.87987506347195,413
87,473.24881937223165,502.0239777800971,-10.500686168894351,-33.500325562903754,298
88,321.5115005676591,353.73869769120915,-12.015031921514808,-31.052863863811023,297
89,399.7251138674629,435.81884462908835,-11.034145621098306,-33.22618229742985,312
90,530.3378662304831,575.1484172843496,-11.633353927664821,-39.40164250662401,364
91,278.35629343444793,306.1654974625726,-8.49867577761313,-23.988102647664476,232
92,232.91585828913907,248.9077654687085,-8.84643449314449,-24.03169263580293,233
93,640.5953289936616,698.4834240665854,-18.338871638808527,-47.681189001898204,432
94,422.02978058333656,456.62792798648036,-10.220567701387994,-30.250197049127976,273
95,611.3533644357916,667.0685460502758,-17.144109222697747,-44.00597861199992,399
96,928.135247765479,1008.7350659321139,-26.84418132615412,-63.65987913093776,560
97,880.3601350218395,951.6492248751042,-19.088858267065778,-59.968821364471324,529
98,732.0286047267048,798.4214834368616,-18.379489624113766,-49.70600729244849,438
99,865.6922012213352,939.9767808802522,-22.928147639061113,-59.60558820091618,525
100,493.62006719190174,541.4033540720334,-13.153958802435834,-37.24575949418462,346
101,491.46263154207725,532.3760142424811,-15.336684766601284,-33.77265792685119,295
102,1033.5400022071392,1115.291506926929,-22.748119768510183,-68.6302621581325,596
103,878.9921959940707,954.6272449931166,-22.382657233629164,-60.08691548161038,531
104,584.1157737901744,649.0280997954776,-22.093922013674607,-42.818403991629104,384
105,1190.6897956333999,1297.1043439596613,-35.13623202491374,-76.22640258053266,627
106,337.0327153818529,367.319338213876,-10.05330043385859,-26.3616726611598,241
107,1177.0918035264622,1290.3076906250874,-40.7410147114982,-76.06138332845698,635
108,300.12857812936085,328.36025298633615,-13.689062750281382,-27.144836364144947,256
109,285.7054399171472,317.33014218160645,-10.491177652521063,-27.276102363692935,270
110,1051.4622096702751,1141.2682808855222,-27.855914628115123,-68.99220751583887,589
111,236.2822647359568,264.2402673248393,-11.835481101403543,-22.287940479629864,212
112,488.4533499198235,547.7264263004732,-23.597348431363283,-37.49943437220051,347
113,1178.8637414427285,1282.1578151918445,-34.525951375395245,-76.77017875178169,651
114,1051.2798318407586,1143.9059388200203,-30.322109897181925,-69.5784800264599,593
115,720.9429067721527,777.3940508915294,-17.227987788455277,-49.789173054763474,432
116,809.3128557532706,878.8192532371403,-20.585562365533228,-55.22820784561703,483
117,213.81448687977192,234.1951324901988,-7.023317584882781,-20.04897219339916,198
118,1162.2695136943646,1261.6047118337337,-28.30524652084629,-73.34211677244595,624
119,376.3350420491466,413.81072807055233,-12.364510487620715,-31.469709502512096,300
120,371.38379215950556,410.61946377342787,-9.778884249996194,-29.45678736392564,281
121,609.8950436357144,666.3740106816454,-18.317237420661456,-44.623892993821336,405
