index,reward,range_reward,closing_reward,los_yaw_rate_reward,los_pitch_rate_reward,vertical_attack_reward,gimbal_center_reward,terminal_reward,steps
2055,-8888.508651929807,-2999.99999999681,-375.3790273443925,789.1853844703533,1948.3200358329605,750.7193618306383,1390.1815515272604,-9000.0,3000
2056,-8909.371751942446,-2999.999999996468,-374.72824606735094,775.5869502998765,1903.7013533763343,741.663860628261,1267.3489633575675,-9000.0,3000
2057,-8902.40772255158,-2999.9999999965503,-375.38102826140516,798.7883309241114,1903.900243183494,736.9215976120446,1306.926133668361,-9000.0,3000
2058,-8897.492268915728,-2999.9999999972165,-373.82345846210353,769.2131301452443,1936.900969300617,747.4752944132812,1360.2089561257187,-9000.0,3000
2059,-8886.385004805663,-2999.999999996987,-377.24996437175236,767.651322971517,1971.1380552859946,712.9598783923467,1510.9909604387467,-9000.0,3000
2060,-8900.326681955443,-2999.9999999961656,-380.4222475835888,779.7082396976867,1909.9364271213371,772.8683543367158,1363.462039872278,-9000.0,3000
2061,-8905.318290548248,-2999.999999996688,-378.0688219681643,708.8598349797645,1974.734847245258,657.8280024619047,1511.4540548648004,-9000.0,3000
2062,-8921.20657367538,-2999.999999996466,-381.97795598477074,764.6391186995523,1888.6388143888778,729.7448014166475,1214.1390335472406,-9000.0,3000
2063,-8971.802657330361,-2999.999999996054,-444.0064241988408,693.0706568142515,1987.4265056438658,274.28037504782384,1280.2305596370827,-9000.0,3000
2064,-8704.584512480737,-3000.0,-299.75988404933304,1640.6932906777206,2054.2809777857437,100.1029179083516,1411.074869381048,-9000.0,3000
2065,-8668.37476171055,-3000.0,-473.7276570599893,1662.2027245572003,2313.426369332737,68.01017210372046,1687.3575247979516,-9000.0,3000
2066,-8696.950929527424,-3000.0,-444.4439708749887,1596.4743451532636,2269.5611747019225,72.84003446393685,1491.6619054186215,-9000.0,3000
2067,-8665.23333973282,-3000.0,-385.46076392303684,1706.9124675581947,2214.1262526438045,137.93260885454592,1448.693797495316,-9000.0,3000
2068,-8751.09244299544,-3000.0,-439.0303351947751,1482.7868743605472,2148.063195844142,46.92072169391823,1563.574968655609,-9000.0,3000
2069,-8685.464583902842,-3000.0,-473.3307942116513,1611.2387363463436,2287.0634621088443,98.3219847526354,1654.2016120685662,-9000.0,3000
2070,-8681.232565633738,-3000.0,-422.4938686476464,1630.1340586254607,2258.9093358042437,110.11025951489076,1515.6904445416608,-9000.0,3000
2071,-8696.381357929251,-3000.0,-454.6438820677182,1613.3675984749561,2281.3021574121467,56.38325908885957,1447.4821289042075,-9000.0,3000
2072,-8669.745660269966,-3000.0,-473.0035010742893,1657.565169806644,2304.1428081047443,73.17460606081474,1712.9560936608666,-9000.0,3000
2073,-8745.666041902276,-3000.0,-449.82241428647467,1487.0679172998164,2194.4100007510456,-21.413037871676178,1617.5588196289882,-9000.0,3000
2074,-8728.636840069232,-3000.0,-434.91051828487485,1433.0552492058646,2259.728716122185,96.39453181306015,1596.6815891820502,-9000.0,3000
2075,-8638.480491399276,-3000.0,-296.4405296653247,1816.4279201629934,2095.080019776212,135.17970067714018,1607.7072013455506,-9000.0,3000
2076,-8933.804900864716,-3000.0,-1102.59207300974,761.6692561173442,2780.0980353991326,-191.23648261505136,1998.3338991034916,-9000.0,3000
2077,-8535.280777604268,-3000.0,-532.4592295757548,2065.7848298272147,2522.5750369568773,-39.099778462001574,1904.2609462389048,-9000.0,3000
2078,-8630.064261222087,-3000.0,-310.7490969626755,1826.4941140844876,2130.4664608071325,129.2223348636731,1638.4550117713943,-9000.0,3000
2079,-8659.461971107065,-3000.0,-293.1843638747279,1755.8248568050617,2080.5618936104033,106.97056872945646,1589.4479850041607,-9000.0,3000
2080,-8481.638380603506,-3000.0,-345.01442339650055,2225.024832229271,2312.3884290730393,248.13528943909012,1747.4473871035732,-9000.0,3000
2081,-8693.054336158271,-3000.0,-465.5891429368469,1596.963529813697,2296.5072479617666,55.79372174320507,1573.4939861228966,-9000.0,3000
2082,-8732.80604323742,-3000.0,-440.68917994017374,1527.7944764202502,2202.7111722904565,-30.160750710699535,1613.0815865744748,-9000.0,3000
2083,-8738.555439904641,-3000.0,-420.80635124114883,1492.2069861396499,2180.9975533719903,-5.408234284948473,1628.1963667787027,-9000.0,3000
2084,-8454.749749826939,-3000.0,-377.9220237242033,2287.4959918153586,2401.3992898151523,210.7929013696009,1790.7475627716094,-9000.0,3000
2085,-8643.078184743345,-3000.0,-310.1751860375532,1774.9197098666325,2133.620710150634,130.23747598918982,1605.8082300517046,-9000.0,3000
2086,-8645.730332050785,-3000.0,-394.52612958966694,1742.3931503302138,2271.8863085338853,18.810420481745762,1672.9565375035816,-9000.0,3000
2087,-8743.4446020642,-3000.0,-406.5192837905241,1485.324669068488,2153.325889550884,10.41555858654461,1596.0467223643875,-9000.0,3000
2088,-8389.328727703252,-3000.0,-807.3274143883159,2690.562046143814,2712.2227016262564,-11.099700079170542,2177.429645861076,-9000.0,3000
2089,-8494.074181991493,-3000.0,-577.2997916009956,2089.189815198024,2672.0490634717567,56.09770833130543,1923.4133255774414,-9000.0,3000
2090,-8639.194569381252,-3000.0,-556.039465212372,1597.2779611152077,2556.1066063617573,28.13818301490829,1892.5757554753097,-9000.0,3000
2091,-8960.20767211336,-2999.9999999999995,-464.44923552711805,1155.3511013574705,1843.6065547841936,-86.66480995105195,803.5357586850361,-9000.0,3000
2092,-8501.07567445986,-3000.0,-589.2998963497828,2074.550871499238,2672.835603294077,55.48442088058044,1908.702092512663,-9000.0,3000
2093,-8537.584617912997,-3000.0,-537.731916068497,1950.0104555796486,2596.6622635015965,70.7095950440616,1863.9725971903545,-9000.0,3000
2094,-8504.766558567311,-3000.0,-1041.897665816362,2446.4251075555235,2717.984350302864,-20.58321233824324,2157.778651528563,-9000.0,3000
2095,-8610.040519777705,-3000.0,-559.3807154812661,1703.368756428814,2573.0531652951545,26.94813979856737,1903.4955348835197,-9000.0,3000
2096,-8949.242518793335,-3000.0,-481.95154713540705,1158.5903193427396,1885.2822468370407,-83.46931354467439,884.8673598095376,-9000.0,3000
2097,-8989.690848086659,-2999.999999999928,-474.4030409192827,1055.6175001857493,1837.1880279812233,-86.75684420626543,771.3647878902253,-9000.0,3000
2098,-8786.079604513543,-3000.0,-616.9348119508425,1276.4970900063183,2396.5616915953046,-64.42915199490709,1737.8711593950275,-9000.0,3000
2099,-9011.191201188993,-3000.0,-727.7923942353376,738.9804257161293,2149.5942051574966,-75.51009853594483,1555.4414374280705,-9000.0,3000
2100,-8463.039729703538,-3000.0,-842.5401450717327,2291.948574875405,2740.74413508004,239.24577408738887,2147.9815463132477,-9000.0,3000
2101,-8486.474780157265,-3000.0,-612.5257535988002,2139.202431536154,2686.360673954359,62.62996446612577,1922.6651788422423,-9000.0,3000
2102,-8953.052018934302,-3000.0,-475.97908760923235,1167.7750304276576,1865.3795859553957,-87.4207081303974,839.3584994602467,-9000.0,3000
2103,-8793.389925078718,-3000.0,-669.9315238247641,1284.1517064997404,2404.1939063315244,-71.36750664834075,1786.5488844907186,-9000.0,3000
2104,-8962.702434279268,-3000.0,-457.959994118539,1154.6168992584815,1831.7208658354705,-83.00847373250544,775.7549611974479,-9000.0,3000
2105,-8495.785328628293,-3000.0,-1294.9063483198827,2699.3657579786914,2744.404041369542,-36.44033657730886,2242.6295356526175,-9000.0,3000
2106,-8728.025098537919,-3000.0,-503.83296098630404,1583.2036716462972,2226.772142739122,13.677434552848833,1542.6574638201118,-9000.0,3000
2107,-8389.888605548147,-3000.0,-788.6197233213403,2627.4233680827297,2750.395847106758,-44.474057268402376,2263.018442606822,-9000.0,3000
2108,-8619.933670488821,-3000.0,-1643.5221939294272,2535.458954204129,2779.507062096933,-88.962502084985,2156.321247009658,-9000.0,3000
2109,-8605.708432706904,-3000.0,-517.680693682564,1676.119079764093,2568.2116883462395,55.57459170878408,1886.7618051906206,-9000.0,3000
2110,-8738.260847362479,-3000.0,-598.7872543923351,1491.983691669872,2362.6468398795605,-67.35287316993183,1741.441068736272,-9000.0,3000
2111,-8886.223711673825,-2999.999999999891,-929.0755049392449,562.2863889592653,2842.732020585763,20.909454606852336,2349.180915201543,-9000.0,3000
2112,-8687.75223174612,-2999.999999999193,-868.1660803900094,1837.2525426859133,2455.2108139461934,14.62523898877999,1779.077961134351,-9000.0,3000
2113,-8656.38854422457,-2999.999999999147,-764.7437864886234,1839.3790160451608,2466.633293534723,7.82234198116284,1858.4955207048813,-9000.0,3000
2114,-8651.836646553058,-2999.999999999187,-760.7332004735957,1923.2166764721953,2410.3429305945047,39.83783770723568,1734.0246418747054,-9000.0,3000
2115,-8696.267137525643,-2999.999999998977,-836.9476319570581,1809.0250640617887,2426.4368210836083,9.956726240159929,1741.8753816988592,-9000.0,3000
2116,-8708.161502357254,-2999.999999999244,-923.6902868799826,1809.1103354359925,2458.1302635842508,14.211846839941888,1759.3047608989114,-9000.0,3000
2117,-8782.400009133662,-2999.999999999576,-629.2085959789035,1467.2555494928667,2197.3941029479624,28.785958289245556,1724.3108297294964,-9000.0,3000
2118,-8536.152881019041,-3000.0,-443.8974934730618,2037.7381274452248,2430.052652465304,79.50180378205478,1803.2509971551628,-9000.0,3000
2119,-8700.117683401439,-2999.9999999993493,-836.5591776057688,1901.7996034710682,2324.1670423936066,31.63498222858362,1665.2205198685738,-9000.0,3000
2120,-8717.707147554425,-2999.9999999990796,-919.493267533031,1763.7515478230264,2457.6729681581787,5.653411843714405,1785.2802326687063,-9000.0,3000
2121,-8724.360603170846,-2999.999999999344,-898.6378636608314,1855.2320880890384,2333.666573714394,23.255690640769416,1673.0247242144505,-9000.0,3000
2122,-8681.079061624088,-2999.999999999267,-817.1742024031797,1866.5936134439467,2409.3048717984243,25.83028257062755,1724.8816447460017,-9000.0,3000
2123,-8637.094321345367,-2999.999999999616,-717.1094261298988,2053.8834559208135,2301.589971869485,68.87686562774155,1656.2126338656758,-9000.0,3000
2124,-8718.890041574206,-2999.9999999981496,-727.254012424057,1815.0889843746193,2254.1711681218067,-3.0605743101369227,1586.690844780982,-9000.0,3000
2125,-8634.52118313638,-2999.9999999993356,-680.1695152019322,2020.1343346504614,2309.380782681309,61.183137181968746,1670.3511726823467,-9000.0,3000
2126,-8658.389907215518,-2999.9999999997044,-528.8523058140045,1866.036332415047,2201.8744230402094,93.08939277188007,1658.542511866501,-9000.0,3000
2127,-8673.342357237927,-2999.9999999994907,-815.4635089776402,2005.3858746224994,2300.2308480846687,59.874505146996434,1660.6684190437256,-9000.0,3000
2128,-8635.422826462483,-2999.999999999572,-717.1864763448654,2088.960233617724,2277.0818612511775,75.95282496497877,1625.1308519028394,-9000.0,3000
2129,-8706.895892550017,-2999.9999999992715,-837.8467208322,1910.203031705701,2292.827118532015,32.18669386330389,1644.8283001235338,-9000.0,3000
2130,-8716.56694251255,-2999.999999999274,-930.294039386442,1777.3940067619199,2458.9194792615463,10.739008078013612,1778.28978973239,-9000.0,3000
2131,-8699.883687333777,-2999.9999999995207,-837.9155663053009,1945.6832619528448,2278.864938947457,46.400373207067034,1653.6888608526067,-9000.0,3000
2132,-8746.91933998657,-2999.999999998433,-853.4891007359282,1783.1753946764466,2283.342634290558,-1.0998248826463233,1641.2739945184621,-9000.0,3000
2133,-8694.809426989177,-2999.999999999479,-846.3292337421477,1942.7305163227095,2310.657706798624,41.2728321001645,1667.3826469938285,-9000.0,3000
2134,-8676.869124087945,-2999.999999998534,-697.5146284636927,1913.1735226887108,2280.164663954808,23.520308537762027,1635.6238218965007,-9000.0,3000
2135,-8696.375886766798,-2999.9999999993265,-829.7445197201771,1911.6878676150059,2322.174780454268,32.90843365505023,1666.8983812758295,-9000.0,3000
2136,-8433.123851716355,-3000.0,-438.82539485424434,2260.8602650282546,2426.60572247201,505.3353075306347,1933.3775059108768,-9000.0,3000
2137,-8445.787076062761,-3000.0,-573.8903143070519,2194.3925750335006,2551.652119806027,508.91785035701514,2040.08175147495,-9000.0,3000
2138,-8234.831145300786,-3000.0,-324.55477171281495,2858.7707672320344,2458.3014873524507,699.9747673868021,1939.3436414266052,-9000.0,3000
2139,-8491.076419206765,-3000.0,-446.6380670155925,2010.697575941451,2483.2232218527715,415.2258423437858,1921.062823439904,-9000.0,3000
2140,-8227.198932984955,-3000.0,-325.4344338003487,2872.9900122890695,2463.114838242267,744.7975493809173,1915.2082412301954,-9000.0,3000
2141,-8425.602737043137,-3000.0,-554.4316732646288,2245.9630921333414,2561.473708216462,517.6543772093434,2038.2118947095944,-9000.0,3000
2142,-8601.58433403265,-3000.0,-461.7257139058079,1935.1146681930031,2259.812967084245,150.3734446893378,1748.1972073854445,-9000.0,3000
2143,-8237.235460415319,-3000.0,-467.54130567242004,2884.2425986669246,2527.034625705953,748.038579366341,2029.2812231989765,-9000.0,3000
2144,-8462.808864033621,-3000.0,-420.14366010238575,2036.7308088016744,2544.543158617677,415.54691664996193,1939.3034109063208,-9000.0,3000
2145,-8266.688919239157,-3000.0,-503.54282173915453,2908.2556730419474,2438.054924587609,735.8141823542381,1949.3079262342947,-9000.0,3000
2146,-8370.630362084128,-3000.0,-464.76212756691973,2441.5993839466014,2520.107239272498,513.334401321786,1975.3903765432885,-9000.0,3000
2147,-8413.669285465356,-3000.0,-381.46804064370156,2234.271140897937,2473.421205971382,515.5808511330027,1929.5759185444824,-9000.0,3000
2148,-8419.669298461833,-3000.0,-489.17268703832804,2372.913018414218,2408.8232689778706,547.2156130597284,1907.877522945642,-9000.0,3000
2149,-8251.030703504912,-3000.0,-396.48380960890694,2856.1214577930928,2362.7516628245153,995.7192485809417,1840.4787398976594,-9000.0,3000
2150,-8435.924275616451,-3000.0,-517.5848460933984,2203.770056371983,2528.513896886629,512.6271986631649,2025.7043759518358,-9000.0,3000
2151,-8417.78420235216,-3000.0,-495.1477768922523,2323.0503224496933,2482.6132599555986,500.94338263868514,1951.9533212170488,-9000.0,3000
2152,-8426.47208130305,-3000.0,-542.6253894351673,2225.1528852967945,2566.1260014875,514.2200406153369,2048.5815054323116,-9000.0,3000
2153,-8434.029531379052,-3000.0,-590.7389999897326,2249.1878712439775,2567.055294826596,500.71271058559216,2035.5639540600077,-9000.0,3000
2154,-8413.241972896883,-3000.0,-616.1480449926102,2566.377863858587,2365.3820810661737,622.8775735227957,1774.4682753426084,-9000.0,3000
2155,-8248.06496812165,-3000.0,-484.23755106426415,2895.2696921437096,2500.3313992935964,720.8942887451626,2022.3670662863142,-9000.0,3000
2156,-8435.756976501296,-3000.0,-528.6947617893322,2201.2667399884926,2544.847609833632,504.30629171545274,2032.6338639860494,-9000.0,3000
2157,-8441.155406291015,-3000.0,-422.5562691767355,2084.162799047381,2551.122850236089,454.8615179542441,2046.067813758704,-9000.0,3000
2158,-8426.354184092528,-3000.0,-556.7720751425393,2226.0758197001646,2575.064790298745,519.1999913058188,2061.5473682270804,-9000.0,3000
2159,-8223.129932536387,-3000.0,-419.82852045451256,2871.281280162889,2500.340762300301,872.3761782977343,2024.040087035422,-9000.0,3000
2160,-8578.650322881824,-3000.0,-488.0018862517728,2031.1233495356691,2246.97336593795,360.031362750985,1514.4756365971098,-9000.0,3000
2161,-8583.84392940638,-3000.0,-304.2976460045337,2090.838206351212,2026.6671467915587,320.21346922134416,1379.29747916629,-9000.0,3000
2162,-8581.717973313614,-3000.0,-566.682898620431,1911.7196077293668,2417.8012434802145,334.56875077596465,1634.8808597479147,-9000.0,3000
2163,-8580.052992176948,-3000.0,-392.97676938996347,1991.5188144713945,2304.5803915614056,71.04618308585479,1521.8600944037796,-9000.0,3000
2164,-8599.282684002652,-3000.0,-584.5476340479283,1888.9676560409907,2407.9648380569124,288.0842841303485,1618.7304234461217,-9000.0,3000
2165,-8578.426708106455,-3000.0,-484.3504359993408,2004.1349707988043,2262.6004470859066,374.38314307524746,1527.2516386707284,-9000.0,3000
2166,-8571.75961014004,-3000.0,-491.4766250384925,2023.583773618226,2276.1333366217427,366.6430934254721,1551.9672813817117,-9000.0,3000
2167,-8588.62797748933,-3000.0,-331.91860261482464,2054.369750384074,2080.770977190743,287.31687778112666,1397.3404948433165,-9000.0,3000
2168,-8519.215909288676,-3000.0,-531.6193039153651,2040.0888817181053,2419.534573560629,561.0712711313604,1639.1193454193917,-9000.0,3000
2169,-8625.379346936643,-3000.0,-347.2411409397575,1999.5536757825867,2009.341758286195,294.1769419324974,1328.1185703830834,-9000.0,3000
2170,-8567.011411638714,-3000.0,-477.7066281379351,2048.038956411303,2255.2096067963967,397.1904993581034,1502.789480174829,-9000.0,3000
2171,-8514.52065057634,-3000.0,-536.1535978403607,2040.8280657424443,2432.510779357289,568.1303760834606,1674.8370494610415,-9000.0,3000
2172,-8533.826742503164,-3000.0,-534.5044652154952,2042.7551739089004,2402.728507386408,454.04575029414156,1642.6734121653767,-9000.0,3000
2173,-8599.26438086012,-3000.0,-585.988210890763,1900.0578319625263,2396.281739059347,297.53791914541773,1609.9500158770427,-9000.0,3000
2174,-8602.5347887813,-3000.0,-600.4643301367269,1874.4861438486496,2427.792474434404,275.1882576118092,1630.2191260483999,-9000.0,3000
2175,-8549.215242372076,-3000.0,-558.8925969262187,2008.5604457016498,2403.199501727621,455.8755444525657,1610.1807812388006,-9000.0,3000
2176,-8585.240981508585,-3000.0,-445.84003502415396,2026.956760408947,2190.506029486732,367.81472056297287,1455.7617053190324,-9000.0,3000
2177,-8532.596492398561,-3000.0,-542.9169801126035,2008.2948115229733,2431.289781689668,488.0444088100928,1667.9767915288303,-9000.0,3000
2178,-8564.734811007662,-3000.0,-478.59328834185044,2012.970936918406,2278.3506178608045,436.12745870905366,1531.953183528874,-9000.0,3000
2179,-8578.066091769602,-3000.0,-485.27290253586835,2016.6762463947107,2256.783082316973,362.70269021210856,1529.9779385399852,-9000.0,3000
2180,-8540.793471319545,-3000.0,-569.5751498861533,2006.820203199091,2427.7782223764366,485.6010641435276,1660.8167220132364,-9000.0,3000
2181,-8574.523991249373,-3000.0,-587.5786645656419,1945.1563513710914,2431.0845030037012,332.1827549939711,1659.5761539406415,-9000.0,3000
2182,-8573.202890049148,-3000.0,-570.9262032812848,1961.6940420247813,2401.7665971790657,353.0940088749593,1625.5888888389309,-9000.0,3000
2183,-8539.47554512425,-3000.0,-532.617483963334,2019.9738178493103,2398.4955793094146,472.8553718199353,1612.6891705372332,-9000.0,3000
2184,-9037.787127807134,-2999.999999999752,-851.8021292686342,404.96898969182666,2400.2338007576477,19.814564621431046,1828.3051409456975,-9000.0,3000
2185,-9041.87140191215,-2999.999999999835,-850.9163687830709,405.6253913253835,2385.5392194503197,21.941670411339903,1805.4970593692453,-9000.0,3000
2186,-9078.698269933402,-2999.999999999975,-872.9998716018478,567.492603686707,2181.667250061609,-88.31735070014781,1597.1013884291228,-9000.0,3000
2187,-8833.874891143869,-2999.99999999966,-353.6401217731396,1524.2673030101228,1856.4197495820495,-15.516617358454283,823.7101439072028,-9000.0,3000
2188,-9095.46495364093,-2999.9999999999677,-901.8745688962936,486.41059229819865,2203.4182941086306,-42.73081396967504,1593.9818310697667,-9000.0,3000
2189,-8917.311984141466,-2999.999999998671,-483.2650285796613,1310.9388042274863,1857.3874675889867,-63.399515231461706,892.2653800914658,-9000.0,3000
2190,-9098.81237015265,-2999.9999999998554,-895.8060543489016,434.97461358116226,2220.5871080996512,-23.198716659696775,1623.3228270726097,-9000.0,3000
2191,-8445.149282709415,-2999.9999999998586,-414.9882044109537,2125.398858043619,2573.8577182354406,310.5405530017476,1911.4450548405605,-9000.0,3000
2192,-9056.419333487878,-2999.9999999999613,-848.4865016981104,620.1692153849418,2198.0458330291885,-91.2985198184763,1599.5133456425913,-9000.0,3000
2193,-9035.112057321792,-2999.999999999831,-843.9317159803803,426.5113637871473,2389.7066464060213,12.8520964546223,1805.0804484327668,-9000.0,3000
2194,-8632.144815403764,-2999.9999999998254,-395.817742658482,1831.789979656784,2227.665958439843,71.08390223331095,1629.4725493537153,-9000.0,3000
2195,-9109.017262462596,-2999.9999999998126,-867.9675361248279,393.27155656824243,2189.8344594210002,-6.528911207066628,1600.0478698126954,-9000.0,3000
2196,-9066.261736838562,-2999.999999999715,-933.4773710570302,390.9116793101505,2413.7562940638095,-75.08843588281216,1843.227243872253,-9000.0,3000
2197,-9092.642252404019,-2999.9999999999595,-887.6036467778364,508.09221075047566,2188.5821673539094,-66.99117791016855,1597.597797371803,-9000.0,3000
2198,-8446.4410679576,-2999.9999999997817,-414.0902185427807,2106.3528021252855,2564.34540600652,368.4528280483389,1902.554634722999,-9000.0,3000
2199,-8920.979439347617,-2999.9999999985507,-484.7164209691519,1313.4536027104332,1842.662838110281,-61.75473793657284,881.2005936275241,-9000.0,3000
2200,-9078.26504787938,-2999.999999999971,-890.6055722922537,573.2335493928408,2191.612734461704,-92.38659638131628,1623.1168196759618,-9000.0,3000
2201,-8937.483189181283,-2999.9999999977194,-490.8108334553566,1264.7838922598612,1835.81639524956,-64.4395007491048,852.2258384038489,-9000.0,3000
2202,-9037.624892959511,-2999.9999999993697,-492.3769324217332,916.3038554664232,1774.5603759329433,-58.40280501595515,811.5687157461844,-9000.0,3000
2203,-9035.140745062701,-2999.999999999236,-502.7387514539501,895.8195630331103,1797.7540175600195,-69.06617291594272,919.3102647065928,-9000.0,3000
2204,-8834.557251328488,-2999.9999999998927,-748.4893924301856,785.8647107347414,2714.582393924681,-29.84366277962079,2159.1452802883305,-9000.0,3000
2205,-8862.56981344339,-2999.999999998974,-637.9466414055461,1006.7132233714426,2377.4544166310857,-73.87391353958519,1714.4907649417069,-9000.0,3000
2206,-8863.55474405357,-2999.9999999993875,-433.6937877640303,1385.6912025608565,1934.884620484927,-43.80634904223991,959.4840476582685,-9000.0,3000
2207,-9045.164007795047,-2999.9999999998736,-857.3154085626575,408.3722921967509,2379.0364769349976,14.881990672632798,1802.5077320219254,-9000.0,3000
2208,-8918.907359991717,-3000.0,-716.9995335960695,1152.814175055132,2095.954566888696,-32.216153676936585,1533.7929074503675,-9000.0,3000
2209,-8924.176614938146,-3000.0,-764.2747585506578,980.8262595244355,2282.6794288016013,-47.15097902614608,1614.461196368379,-9000.0,3000
2210,-8885.193411815093,-3000.0,-567.5944237456742,1134.2275581671968,2103.787729049775,-25.058098531535073,1528.227816099166,-9000.0,3000
2211,-8608.27037059589,-3000.0,-381.37622820127376,2063.206126060166,2061.572425725418,138.61082116883188,1589.039792540205,-9000.0,3000
2212,-8737.933193711528,-3000.0,-762.7927294800437,1988.5441885562254,2042.3310673546193,8.36360160005959,1537.8127957019308,-9000.0,3000
2213,-8967.121121445854,-3000.0,-600.9717897080395,841.6349984380547,2088.366153413207,-8.848307797350483,1495.9332483899561,-9000.0,3000
2214,-8601.038726519932,-3000.0,-844.7429804960352,1752.7020696449156,2773.0130364342067,4.813179226381034,2300.9329083500947,-9000.0,3000
2215,-8876.164647251686,-3000.0,-659.9468759938115,1031.8403820176648,2313.2718978965813,-31.857325767112524,1651.627767682551,-9000.0,3000
2216,-8930.515504390247,-3000.0,-572.4863382894272,926.044634156913,2122.79008631597,-34.047253641392935,1571.3121849973072,-9000.0,3000
2217,-8881.039705277213,-3000.0,-629.1724868808398,1164.2416325569018,2167.566211484781,-68.52727363409558,1543.6107273517027,-9000.0,3000
2218,-9210.68860164787,-3000.0,-1811.41408407818,1389.2060840909744,1789.7796758932936,13.456865213992941,1194.970192265403,-9000.0,3000
2219,-8471.406982654114,-3000.0,-648.5620582464038,2535.71049508651,2354.063371881956,248.87669942831403,1716.290266195095,-9000.0,3000
2220,-8928.37224797964,-3000.0,-616.6147461967091,1133.4847459374346,1992.2960626246038,-27.721026818738004,1443.9999946911994,-9000.0,3000
2221,-8618.23176979545,-3000.0,-375.8286429427235,1976.3468494000383,2109.269901913117,110.98719794118378,1606.4072880304557,-9000.0,3000
2222,-8883.937536211874,-3000.0,-864.2467285747615,1130.4117749540767,2342.441059572398,-36.455314817721195,1872.8505968298925,-9000.0,3000
2223,-8475.207287251553,-3000.0,-643.290973825322,2478.0481266170373,2383.535505669419,240.70693554837302,1766.6356232587045,-9000.0,3000
2224,-8918.20110184159,-3000.0,-684.6257894474768,978.0788033048949,2220.5658073446725,-27.30946104366182,1623.3065434852815,-9000.0,3000
2225,-8974.142405124447,-3000.0,-565.4454715767522,891.5474609065177,2020.7323604765525,7.158904905732603,1238.0292086289314,-9000.0,3000
2226,-8931.102919675975,-3000.0,-624.8425370681701,1122.197101773974,2001.5860600766587,-38.72256445955144,1460.4717364443497,-9000.0,3000
2227,-8916.111724614417,-3000.0,-633.6097468412274,1005.1249606943178,2164.3720388068,-36.207926114943746,1577.922547174014,-9000.0,3000
2228,-8926.430063014895,-3000.0,-657.1661403135005,1094.326655645084,2072.8465542115346,-35.33652268501726,1494.0378512651464,-9000.0,3000
2229,-8925.892267809528,-3000.0,-627.5585236981374,1135.2165605222374,2007.5408500227406,-26.817198931579618,1462.8343848079157,-9000.0,3000
2230,-8470.478619155283,-3000.0,-594.4421585385844,2479.8063051855597,2353.619559204696,253.47073794782614,1736.3643529104502,-9000.0,3000
2231,-8949.411344533504,-3000.0,-666.6746406534047,856.379182773885,2194.200963362244,-42.132660827093574,1653.2920046670727,-9000.0,3000
2232,-8774.763515883316,-3000.0,-602.0782300962746,1501.811360080481,2070.9183386438262,354.6837888544075,1536.2350552096073,-9000.0,3000
2233,-8381.565432917003,-3000.0,-430.6067939127918,2565.8675178790672,2389.7289735470845,430.1198067052861,1788.5011801855749,-9000.0,3000
2234,-8447.305974302175,-3000.0,-289.2067097460264,2207.437356903763,2364.4795646380794,404.7835631697537,1687.3043709966526,-9000.0,3000
2235,-8353.39618603243,-3000.0,-466.59989372654326,2767.1477450897783,2302.702940516909,558.5779792830165,1719.3165197607118,-9000.0,3000
2236,-8425.864601426953,-3000.0,-304.9417624694691,2321.9678924208865,2257.5971070894448,680.5916305915655,1603.3331724812483,-9000.0,3000
2237,-8686.524973081743,-2999.999999999999,-680.4820770932055,1452.0325372255436,2493.199816856894,369.5210943362543,1859.6570201444367,-9000.0,3000
2238,-8456.478676173609,-3000.0,-319.69526263402776,2212.443000409321,2321.465132275852,481.57601020967934,1679.0526798625453,-9000.0,3000
2239,-8457.54453053117,-3000.0,-292.729756141347,2191.501825560067,2337.647799972666,424.8537100231897,1664.5865962513844,-9000.0,3000
2240,-8473.384646778946,-3000.0,-334.26288288645276,2181.824341430302,2289.363528651389,487.5972877174259,1699.872550448829,-9000.0,3000
2241,-8460.704659574978,-3000.0,-301.2815757873503,2228.6452710002063,2218.1597046681595,659.5193958211986,1568.3556974291116,-9000.0,3000
2242,-8432.06615742465,-3000.0,-305.5333025968306,2314.8709491268864,2230.5576576894723,708.159244865278,1590.860901522604,-9000.0,3000
2243,-8452.016376189536,-3000.0,-325.8540044969988,2244.3964588003046,2293.273852305651,529.5244427506565,1683.9053189850001,-9000.0,3000
2244,-8486.94449144886,-3000.0,-352.8759739719398,2148.6847418378306,2296.7901893796106,489.0195070037946,1638.5961622366763,-9000.0,3000
2245,-8429.915801292369,-3000.0,-306.47450815427015,2304.8796272783934,2262.605787470342,665.4057442984802,1618.020133902127,-9000.0,3000
2246,-8443.227511156083,-3000.0,-303.6465551727999,2259.7036152905,2243.34734759608,693.0461182398452,1592.2163833722118,-9000.0,3000
2247,-8509.407576467584,-3000.0,-344.6813485577004,2311.504614934636,2111.3126585236273,337.4456696580689,1561.9046918093068,-9000.0,3000
2248,-8712.188703456197,-2999.9999999999995,-715.7414573703494,1414.6163965602343,2478.2285706714338,332.3103467035242,1841.508390134875,-9000.0,3000
2249,-8433.024794070656,-3000.0,-304.9468936748545,2279.937612681796,2266.0876622849596,689.9692927725497,1602.389302840554,-9000.0,3000
