index,reward,tracking_reward,stability_penalty,safety_penalty,steps
33497,-3353.6946645812122,-3355.7317440682345,2.121199978551225,-0.0,1500
33498,-2894.4742126006904,-2904.4248327404707,10.354805240033722,-0.0,1500
33499,-2612.9386558484325,-2619.6083630810654,6.827471233240548,-0.0,1500
33500,-3308.8661404569825,-3318.4217455260664,9.840497511970588,-0.0,1500
33501,-2991.002555815563,-2998.7603804644355,7.902156438119513,-0.0,1500
33502,-2706.4736526548927,-2715.8285768671353,9.571222976678362,-0.0,1500
33503,-3284.954421836611,-3295.6150776703657,10.871049583157049,-0.0,1500
33504,-2954.080207790218,-2958.131219390321,4.265635685710322,-0.0,1500
33505,-3363.2101663742355,-3369.714435124925,6.659420808808178,-0.0,1500
33506,-3050.207174144106,-3062.153616787828,12.238791606862078,-0.0,1500
33507,-2821.1141133247797,-2835.7780170436517,15.04724340036683,-0.0,1500
33508,-3062.9960759915384,-3072.521074946362,9.771184574607673,-0.0,1500
33509,-2904.465274906783,-2912.6117685716245,8.599055728084217,-0.0,1500
33510,-2809.4015060805737,-2818.663593071203,9.90309940346967,-0.0,1500
33511,-3069.6795858535443,-3075.5847100503324,6.712336956585749,-0.0,1500
33512,-3185.1107480660494,-3189.494020206472,5.322489282315747,-0.0,1500
33513,-3273.268947677903,-3279.124476152967,6.551052099965323,-0.0,1500
33514,-3067.961429817124,-3076.7036970487075,8.958684374330481,-0.0,1500
33515,-2850.78265211887,-2858.162830135876,7.484563930496295,-0.0,1500
33516,-3112.9409681502625,-3122.0988350231223,10.023221022616253,-0.0,1500
33517,-3300.99563429035,-3305.955680254517,5.594614633586727,-0.0,1500
33518,-2907.683280340879,-2908.700034930238,1.123933557037854,-0.0,1500
33519,-3416.197664799433,-3425.166341918501,9.683122288274395,-0.0,1500
33520,-2973.966663344661,-2986.85104851224,13.13626232654425,-0.0,1500
33521,-2643.9488749274656,-2650.446820662098,7.779599057648393,-0.0,1500
33522,-2518.2792407860493,-2538.7092567589702,20.79741128111251,-0.0,1500
33523,-1958.7080843892152,-1989.059812813449,30.72084184690939,-0.0,1500
33524,-2975.3841774465423,-2987.5764917390625,12.503360237708252,-0.0,1500
33525,-2712.320513483428,-2720.4018751336466,8.235229653283962,-0.0,1500
33526,-2961.0392763915875,-2963.6371194782732,2.682707652788855,-0.0,1500
33527,-3125.5240282147743,-3135.021370618757,9.91170917139762,-0.0,1500
33528,-2965.8388525530922,-2975.707082343954,10.092196491471073,-0.0,1500
33529,-2671.9757631853704,-2681.7643112212068,10.035757223011435,-0.0,1500
33530,-2808.235971305956,-2813.3354323785584,6.031404173692253,-0.0,1500
33531,-2871.474909308594,-2875.8736489214307,4.481851246303345,-0.0,1500
33532,-3263.2309126077967,-3264.121595416553,1.001143292542142,-0.0,1500
33533,-3094.0165156116345,-3099.035340645019,5.106149619386257,-0.0,1500
33534,-2984.2308417075183,-2986.6565449877617,2.583274148680429,-0.0,1500
33535,-2711.3238438263447,-2718.788932207869,7.656377919576464,-0.0,1500
33536,-3141.392870832397,-3148.1692107875615,7.352339668723391,-0.0,1500
33537,-2637.08204000258,-2642.575171850173,5.815108520836796,-0.0,1500
33538,-3073.0514547114976,-3077.43784869522,5.581895621558731,-0.0,1500
33539,-2857.955423257047,-2863.71402565243,7.315268967233759,-0.0,1500
33540,-2877.649854857461,-2888.0382368470964,10.623805573593902,-0.0,1500
33541,-3170.5265038856073,-3176.0502236431353,5.955415876183441,-0.0,1500
33542,-2480.9068360268866,-2491.298127754489,10.624233693905618,-0.0,1500
33543,-2988.6357265688907,-2997.8370118971334,9.521703583255327,-0.0,1500
33544,-3131.530312898726,-3144.0494825830046,12.9901635600457,-0.0,1500
33545,-3316.4278449209005,-3317.362722307059,1.0884143572031686,-0.0,1500
33546,-2634.37344500991,-2641.025768209379,6.800095212978621,-0.0,1500
33547,-2175.0029795405503,-2176.3142665966907,1.4232774188447581,-0.0,1500
33548,-2965.1608732429786,-2972.481313715274,9.068063800518493,-0.0,1500
33549,-3192.897419007263,-3196.1997589697526,3.776532674170181,-0.0,1500
33550,-3187.315961800732,-3188.365850717132,1.2225626309994162,-0.0,1500
33551,-2608.089709615292,-2617.1325449037395,9.347423695978803,-0.0,1500
33552,-2705.110009335246,-2711.171609490847,7.711618173928821,-0.0,1500
33553,-3149.9491134034824,-3150.6617531518823,0.8086144255662191,-0.0,1500
33554,-3327.9142847557655,-3331.584037386105,4.09573531123704,-0.0,1500
33555,-3198.9986504436283,-3209.0833083484713,10.713930306054902,-0.0,1500
33556,-2907.5844068254332,-2911.578531714801,5.804107200548913,-0.0,1500
33557,-2776.4424148796747,-2784.523663170363,8.71032642652791,-0.0,1500
33558,-3074.0674116155274,-3084.8826068827466,11.643527457413512,-0.0,1500
33559,-3163.464827643547,-3166.750266148451,3.381622275435253,-0.0,1500
33560,-2549.414547784834,-2556.826562125955,9.256789038437152,-0.0,1500
33561,-2370.5802152096694,-2374.966149991904,4.482589193568923,-0.0,1500
33562,-3037.7163716079044,-3045.2615005344414,7.725623046325895,-0.0,1500
33563,-2886.047684728233,-2895.953450015685,10.299815979082574,-0.0,1500
33564,-3344.7754447600782,-3349.5695053460868,5.425203197977937,-0.0,1500
33565,-3067.149826076377,-3077.195968630251,10.292256625779169,-0.0,1500
33566,-3328.2657049585123,-3335.0700401927197,7.608168362219835,-0.0,1500
33567,-2688.2644457089373,-2698.9638502217554,11.059939493332898,-0.0,1500
33568,-3403.6687966732743,-3408.5794258273168,5.126686626279906,-0.0,1500
33569,-2853.1032950913836,-2863.3832519715293,10.655104852156333,-0.0,1500
33570,-2825.4708751084995,-2829.3144499485684,4.219754546226356,-0.0,1500
33571,-3206.417996468672,-3216.806008437697,10.646032172786356,-0.0,1500
33572,-3172.307593857386,-3178.150110702424,6.116039522056215,-0.0,1500
33573,-2778.4195962831877,-2787.97623961849,9.969525171326403,-0.0,1500
33574,-2768.8209558834847,-2776.713428161066,8.383117130701388,-0.0,1500
33575,-2503.043269147547,-2511.6448516088894,9.244015463202343,-0.0,1500
33576,-3287.3728774268284,-3290.8956547903836,3.6118457705593063,-0.0,1500
33577,-2945.064316773342,-2952.854140597798,8.20259315557689,-0.0,1500
33578,-3215.4618691758224,-3216.811617461099,1.461306822853581,-0.0,1500
33579,-3103.4378078957398,-3111.8762021346542,9.662140451516578,-0.0,1500
33580,-2913.5883675336127,-2916.2660801416378,2.9740260671707626,-0.0,1500
33581,-2880.4077209264374,-2885.385469335334,5.5189262520133875,-0.0,1500
33582,-2621.265849061923,-2632.5545698788787,11.568029854724756,-0.0,1500
33583,-2648.67640686685,-2658.3181590712134,9.976193452241056,-0.0,1500
33584,-3012.0039091885283,-3019.1031480351467,7.2360480082753345,-0.0,1500
33585,-2921.127956567586,-2932.0417908429595,12.27024690651632,-0.0,1500
33586,-3170.480141273954,-3176.847455992772,6.779482014784343,-0.0,1500
33587,-2691.3456290670697,-2701.7287048575085,10.610773278533642,-0.0,1500
33588,-2944.906889924859,-2953.05446808227,8.797510257802902,-0.0,1500
33589,-2771.7591228343767,-2777.142013894509,6.107933737248319,-0.0,1500
33590,-2852.3114861211097,-2860.6350370507503,9.631183275744286,-0.0,1500
33591,-3266.5270127932263,-3269.0210040173297,2.7658913107366696,-0.0,1500
33592,-3104.4316103063475,-3112.3237309500673,8.446764961584226,-0.0,1500
33593,-2703.756384676901,-2713.5248521930553,9.931669977604251,-0.0,1500
33594,-3023.7593139640703,-3035.415615253035,11.99331380618647,-0.0,1500
33595,-2618.2539460758903,-2622.568273819523,4.692779797329439,-0.0,1500
33596,-3331.10570861764,-3335.4157207967223,4.732893129930388,-0.0,1500
33597,-2741.3217768020922,-2754.4549863615234,13.308151714874507,-0.0,1500
33598,-2617.998766628427,-2626.892022560997,10.024784470399227,-0.0,1500
33599,-2649.2930581859264,-2659.168666876548,10.631502142997782,-0.0,1500
33600,-3096.4999799412067,-3099.9008314995367,4.284147807686924,-0.0,1500
33601,-2570.9128668969083,-2582.1530815926208,11.612895276732832,-0.0,1500
33602,-3143.8253383556817,-3150.4827738923423,6.889277752262197,-0.0,1500
33603,-2748.7817366914237,-2758.834459202126,10.247263813003604,-0.0,1500
33604,-3158.6807502935953,-3160.3450200552484,1.8090535436301374,-0.0,1500
33605,-3032.352168634334,-3041.897999739459,9.822687873287213,-0.0,1500
33606,-3307.773157689933,-3311.847694483411,4.405085840550378,-0.0,1500
33607,-3077.5464798501384,-3080.3843160230595,2.9393371789563383,-0.0,1500
33608,-2683.0161635959503,-2683.891673065271,0.9862895207402527,-0.0,1500
33609,-3117.516532229817,-3119.1802030156887,1.7534755051649193,-0.0,1500
33610,-3145.176261608091,-3155.17172020384,10.327695764411745,-0.0,1500
