index,reward,los_reward,wm_penalty,wm_dot_penalty,safety_penalty,steps
32,-2452.354826240352,-2329.5037058964035,-1.735274403443689,-7.92656951786098,-113.19277006128848,1360
33,-2436.4351959869873,-2315.708909049218,-1.6026213750695573,-7.10449028933275,-112.01917527336877,1302
34,-2247.6798919425282,-2120.8331161924093,-3.088395132456096,-8.004313591806195,-115.75406702584073,1406
35,-2401.498133952134,-2278.224722946512,-2.1762259663361134,-9.022374406472037,-112.08559939272101,1365
36,-2392.8666508871725,-2266.3205522285757,-2.607366624851719,-7.779956683799789,-116.17841399902701,1407
37,-2497.009947860913,-2371.742047214331,-1.7004737359818625,-8.29395898358417,-115.29247151398776,1337
38,-2152.523429731534,-2032.1577437436129,-2.4274305281476227,-7.64700038415294,-110.2912550756002,1409
39,-2456.1738226501566,-2330.6108234576977,-2.270638033069306,-8.938612668853985,-114.35590039519234,1384
40,-2383.224401581602,-2267.9854764880665,-1.3110954068455933,-5.880560575332845,-108.04726911133301,1303
41,-2348.3067399295023,-2217.3800916777222,-3.404157542799875,-10.131635545184167,-117.39085516380275,1520
42,-2527.6716852732407,-2400.5960441867064,-2.2237676029576745,-6.982974748608509,-117.86889873495305,1382
43,-1711.756915177445,-1587.6921628624755,-3.7064616059050493,-6.446788882711918,-113.91150182637364,1589
44,-2180.906351411121,-2057.6005327537505,-2.5230013845555144,-9.91664832569691,-110.86616894712571,1425
45,-2294.5427454416213,-2166.4004324571233,-3.353496633588386,-6.763602325551392,-118.025214025392,1555
46,-2284.340627616075,-2152.373987543837,-3.3641558077526277,-11.264068488650857,-117.33841577584545,1566
47,-2149.9495909761135,-2015.5591891437302,-3.408157586756609,-11.159066878756516,-119.82317736688807,1579
48,-2511.987886606357,-2385.228700439049,-1.6381962946839266,-8.126397316098467,-116.9945925565324,1352
49,-2432.706184176444,-2303.559289561711,-2.5141810249017458,-9.617505667894529,-117.01520792194289,1444
50,-2081.379964588947,-1943.0973550238305,-4.890386268833451,-14.906614734640184,-118.4856085616462,1681
51,-2304.7443487877053,-2180.3084724549717,-2.707972685981205,-5.110410867974712,-116.61749277867749,1497
52,-2199.1318382088093,-2069.3235686821236,-3.782154116565633,-10.2189454533837,-115.80716995673471,1455
53,-2366.129643563804,-2230.947855351413,-3.771721967690872,-9.807302280918403,-121.60276396376877,1604
54,-2349.039145122543,-2217.6713108655235,-2.8766406341849806,-11.070432809052352,-117.42076081379066,1570
55,-2105.6695009045393,-1959.4494242590504,-6.083998443269835,-14.723224873857518,-125.41285332835737,1761
56,-2394.223840416305,-2264.960745405704,-2.815419841042665,-8.823456810694507,-117.62421835886958,1439
57,-2113.8338196815225,-1968.1162294000476,-5.318615487798623,-12.395450046879564,-128.0172107606199,1743
58,-2432.5042232596943,-2301.948759324963,-2.962617686563929,-9.297262193799261,-118.29558405436825,1467
59,-2199.2550800574095,-2054.27942754235,-5.380654128431341,-13.224520576167688,-126.39243756458714,1658
60,-2407.4198385301806,-2280.293659703703,-3.008849225085422,-8.817372527653363,-115.29995707371911,1523
61,-2357.9524030331845,-2225.452404749768,-3.606726978742577,-9.955318784605428,-118.93795252005462,1590
62,-2381.4592884879457,-2247.608299422379,-2.761898861873302,-10.487965608779819,-120.60112459491035,1641
63,-1990.8281293002983,-1856.6861892694992,-4.354959930570971,-12.619420134548596,-117.16755996566827,1653
64,-2521.5589521557445,-2391.7762901135734,-2.103034367674961,-8.843896525351257,-118.84223352176787,1353
65,-2454.723751211979,-2328.2292326094043,-2.366636126159814,-8.962179567518831,-115.16570290890272,1418
66,-2415.671278283451,-2289.032429905244,-2.462415289396271,-8.729667105872352,-115.44861414670653,1432
67,-2276.4988192245783,-2147.7244516098085,-2.778292263915809,-9.211305313229243,-116.7847700376237,1521
68,-2233.904436176409,-2104.4471685089193,-3.105003558244534,-9.89798415473049,-116.45427995451249,1436
69,-2448.476046486718,-2320.275930722365,-2.554171242437055,-8.292365418437774,-117.35357910347508,1411
70,-2320.6808821092045,-2183.8159862254092,-3.7453246647323466,-11.881688394766886,-121.23788282430522,1587
71,-2391.612004285586,-2265.206340081975,-2.3074790023746696,-9.233643627885803,-114.8669380357246,1419
72,-2396.635591841881,-2271.8220431978175,-2.173396959671538,-8.028112081128823,-114.61203960325616,1400
73,-2546.310794259662,-2414.2145742226403,-2.5677224785209622,-9.51588771385655,-120.01260984465486,1465
74,-1676.606675156627,-1551.5942821500716,-2.945740819174472,-4.756934936972844,-117.30971725042085,1482
75,-1979.221290899466,-1851.2986658965153,-3.1942836340371668,-12.186202697549067,-112.54213867134126,1647
76,-2375.3679853618064,-2252.785493835666,-2.440603563178789,-7.413144378990685,-112.72874358396139,1411
77,-2454.4150217694837,-2336.7052003988993,-1.2022344853474107,-7.201683186322807,-109.30590369892391,1272
78,-2454.8874578247455,-2336.305181918989,-1.3345345046851254,-7.718353680298349,-109.52938772078296,1297
79,-2451.93910723823,-2322.4795744173584,-2.0767607781679467,-8.720570610515928,-118.6622014321786,1445
80,-2203.6894816358886,-2073.9685250452603,-3.218442270948515,-10.510519022574739,-115.99199529709756,1488
81,-1920.3604400646934,-1804.862053432857,-1.907977734541909,-5.015424073314447,-108.57498482394658,1346
82,-2160.6101652874986,-2031.0520928711364,-3.428461000754541,-11.67302079801487,-114.5434773117765,1496
83,-2098.9901559530686,-1954.9961261074704,-5.566679870363452,-15.762587156327857,-122.66476281891454,1742
84,-2248.882627625157,-2126.5764576024967,-2.3375739343246855,-8.577287139577432,-111.61013655996896,1388
85,-2255.37442300539,-2118.0015784541506,-4.18379147678933,-13.204625422316344,-119.98442765213444,1685
86,-2340.3939280696586,-2211.974502894241,-2.783556706034693,-9.076438310855332,-116.55943015852503,1438
87,-2338.3357157364553,-2210.4254616358407,-2.8297117517678037,-8.464323872181648,-116.6162184766567,1438
88,-2254.7275314291132,-2127.544222643605,-2.7320856461083816,-9.308855488972217,-115.1423676504329,1425
89,-2207.5913215089017,-2074.5950019169168,-3.297191192379184,-11.53975476358897,-118.15937363601749,1607
90,-2245.8074646188784,-2114.2096791620384,-3.1079440602557744,-11.360753383047927,-117.12908801353183,1642
91,-2217.832982641468,-2075.6554121740055,-5.946077881727811,-12.722447881273808,-123.50904470443737,1665
92,-2423.5960031932646,-2292.3371727483996,-2.8166112828352112,-8.928445551824108,-119.51377361019644,1461
93,-2227.183962495722,-2077.125785641146,-5.8385808807702935,-13.974001992739447,-130.25673832616573,1714
94,-2164.869559623447,-2024.6452621500666,-4.941177319606417,-14.626304126402315,-120.65681602737547,1672
95,-2354.957362675173,-2222.452560356682,-3.7157764049347115,-10.061169574983944,-118.72879639837151,1599
96,-2203.3960950633914,-2087.1826153282223,-1.6866207830031918,-7.699522945126962,-106.85567417779318,1308
97,-2401.049241170675,-2267.052705251513,-3.135462426072018,-10.279012259390617,-120.58206123370539,1547
98,-2293.358959517093,-2168.880945147147,-2.396823714020755,-8.711372190813943,-113.40142511340532,1381
99,-2330.0306462459766,-2202.2288446719454,-2.415292987011897,-9.070825876970007,-116.31568271004022,1504
100,-2071.9279953327555,-1937.4903952251173,-3.5753559495719953,-13.004966298189343,-117.85727785986228,1732
101,-2402.645856065775,-2264.399319262472,-3.5563838242637233,-11.784373495471442,-122.90577948357902,1622
102,-2578.591122429548,-2448.118382278588,-2.178065778154925,-8.176205012867083,-120.11846935993742,1420
103,-2150.9955776018464,-2007.83219168827,-5.802295926391417,-13.458732370306445,-123.90235761685948,1701
104,-2527.0021022255655,-2390.5295086081355,-3.5262112840454543,-10.083768233153766,-122.86261410022281,1542
105,-2184.899501230604,-2044.3135259862586,-4.4101649206274445,-12.586928237377426,-123.58888208632395,1759
106,-2258.2938328031423,-2124.5058599904946,-3.9632137398351523,-11.853286236708247,-117.97147283610879,1658
107,-2392.3391824778287,-2259.2819348691155,-3.2610667946919327,-9.368026025305669,-120.42815478871175,1508
108,-2362.919124656462,-2223.126249430281,-4.485639581454467,-12.491975809286592,-122.81525983542376,1718
109,-2283.0919480185885,-2146.6289252325837,-3.074689778760168,-11.593863045945133,-121.79446996127447,1726
110,-2441.2205274651033,-2303.5399854179263,-4.017787703413582,-10.675459381481668,-122.9983935468873,1617
111,-2083.16527869987,-1948.9690295293917,-4.238115806030128,-13.064981733338307,-116.89315163108516,1677
112,-2332.8242108016348,-2203.1524984003113,-2.4363282203386,-9.924267777736242,-117.31111640324124,1572
113,-2159.327316044983,-2027.750570585316,-3.8548101371719667,-11.17564304235435,-116.54629228013759,1594
114,-2047.068537458299,-1905.6841943755428,-5.025876431697218,-14.538863061005184,-121.81960359001945,1726
115,-2300.8125478455936,-2161.103717304973,-4.737442222887955,-11.899453690136207,-123.07193462758404,1691
116,-2210.7966790296305,-2067.190881617299,-4.673091203582464,-12.504588141379267,-126.42811806737512,1753
117,-2218.9105251884403,-2084.466894193654,-3.6166473213533403,-13.004912465140496,-117.82207120829482,1688
118,-2463.959052482973,-2343.6963883502203,-1.6118480821393109,-7.458865703433335,-111.19195034718224,1335
119,-1922.8516240561426,-1767.7738579354032,-6.895965458267945,-13.896401476826426,-134.2853991855463,1741
120,-2537.0884872625243,-2404.5022727807477,-2.5301715273722944,-9.052327314147409,-121.00371564025102,1503
121,-1951.782266636755,-1819.416685604983,-3.6364826796009733,-11.172626543640522,-117.55647180842638,1724
122,-2179.1973545200694,-2046.0063368769856,-3.8174019351534234,-11.30594890602315,-118.06766680190569,1600
123,-2209.7154509623056,-2076.207429541063,-3.9399625668644074,-10.807091192214658,-118.76096766215255,1631
124,-2094.9205095226166,-1961.8472980776207,-3.9246902911826553,-12.536735851539099,-116.6117853022694,1659
125,-1826.0031101315426,-1688.6961774497563,-5.257148192786122,-15.531065883070625,-116.67692081947988,1719
126,-1932.924181360444,-1797.670883486416,-4.282360776954057,-16.020780476834148,-114.95015662023881,1744
127,-2132.480494467884,-1991.512737040428,-4.48399368871727,-15.235228144296329,-121.24853559444499,1756
128,-2411.3287248195916,-2282.547661346729,-2.5577177790574153,-9.894437660020298,-116.32890803378837,1510
129,-2495.2194893191904,-2370.586456414911,-1.9830560424477846,-7.93317238111136,-114.71680448073002,1351
130,-2249.3123566854747,-2125.1775966052346,-2.91307011213229,-7.7385028738060955,-113.62969604487209,1438
131,-2373.1879772790976,-2251.691857321668,-1.8082845246817671,-7.7037278942528475,-112.00042637372177,1337
132,-2156.992221525161,-2026.2867320213534,-3.885707604717152,-10.159293723572796,-116.66048817549695,1529
133,-2354.4680927116506,-2223.988881876749,-3.2086758341955517,-9.071067687089036,-118.19946731361217,1520
134,-2455.8922813074455,-2334.5272627508016,-1.850873679716915,-7.75780336084032,-111.78867850924627,1346
135,-2432.8957320611894,-2301.711652987794,-3.441242263561762,-11.107060892868166,-116.63577591697646,1575
136,-2415.6222219038486,-2289.3911733764567,-2.3674854569358743,-8.111979740359928,-115.76667065643154,1378
137,-1739.0544568130836,-1600.1365811165351,-5.793754053432488,-16.826577314755404,-116.29754432836299,1727
138,-2415.2904508564293,-2290.9421637911105,-2.3347049053293065,-7.64489534305453,-114.372873546264,1404
139,-2394.6733376070433,-2261.819427661179,-3.2023707067893,-10.173532524843205,-119.47800671424531,1502
140,-2433.830511734725,-2301.772008223452,-3.4542489095344466,-10.321661615888532,-118.2825929858649,1533
141,-2452.555953321965,-2320.8188138646565,-3.2926331187439217,-11.003395489076203,-117.44506785024012,1574
142,-2027.673750218812,-1892.2359579749996,-5.105946289142986,-8.641543870263511,-121.69030208443867,1615
143,-2115.7058451491557,-1981.4775921315095,-4.373189736456187,-12.654767597538207,-117.20029568365452,1596
144,-2224.290293143127,-2100.0281619889042,-2.7489027916435234,-8.742941621486299,-112.91505273262267,1378
145,-2295.4130727137267,-2148.0387236532306,-5.7788047449253055,-12.954979361073518,-128.6405649544866,1700
146,-2076.9187524302943,-1952.4380116888624,-3.31823805786342,-9.480680429156276,-111.68182225440036,1477
147,-2126.9042055728164,-1986.0811949077038,-5.340693781577242,-13.469385860688831,-122.12732635772507,1591
148,-2294.987863515417,-2156.0183105287306,-4.718607352369867,-13.281113574367598,-120.96983205996075,1756
149,-2423.3870347448906,-2300.102833642157,-2.329929631105758,-7.43663212133631,-113.53135687971181,1390
150,-2211.6311493884864,-2084.009702577598,-3.449432287727263,-8.768454654354514,-115.40355986878482,1518
151,-2422.301938326311,-2290.7221454332744,-3.0935635536429595,-9.23249410187264,-119.25373523751361,1526
152,-2455.2176190604846,-2327.5723998422204,-2.419459227364366,-9.114693170482509,-116.11106682042976,1454
153,-2240.6255058882357,-2101.82157120081,-4.651208679957559,-12.926198612596158,-121.22652739487376,1715
154,-2108.224372243363,-1976.7801427896295,-3.881713094324875,-10.385856235346385,-117.1766601240459,1479
155,-2318.739935070456,-2181.518480936462,-4.256081968567899,-11.10959919528176,-121.85577297013373,1685
156,-2180.1503446642264,-2037.129120371496,-6.2313796952579334,-13.568837821511396,-123.2210067759947,1717
157,-2188.849675575916,-2058.7524487714163,-3.103436519088802,-11.967494194540548,-115.02629609087322,1652
158,-2034.707792641014,-1894.6051011703007,-4.652336532394256,-14.477018990161131,-120.97333594813827,1772
159,-2371.3850665129034,-2250.191758098107,-1.7465482864067183,-7.90211946509554,-111.57172809031712,1330
160,-2312.7197755437037,-2175.488596245097,-3.7678086821476935,-12.177954087261563,-121.2854165291889,1724
161,-2486.2049771983325,-2357.5264682435345,-2.5721527358539067,-7.704980361410403,-118.40137585752915,1414
162,-1511.678272590496,-1395.157889236909,-1.7361436382783448,-3.8250109917745996,-110.99544385455106,1327
163,-2159.0850895755743,-2029.9165976903914,-3.128129166179572,-11.068927927056281,-114.97143479193156,1639
164,-2184.0919248143396,-2053.4871386892582,-3.5058312601310977,-9.962939268012097,-117.25919003889382,1464
165,-2377.7767665822016,-2259.2982165423873,-1.297476850129498,-7.655800887255183,-109.53338402271216,1315
166,-2297.038844432461,-2172.2389010935767,-2.722236263491485,-8.483621655878398,-113.59408541950945,1446
167,-2440.827936518858,-2318.839308221307,-1.8032197596184913,-7.826626996395149,-112.38165277644447,1325
168,-2447.9029284634003,-2320.4440926957436,-2.5756098747895435,-7.7340920674172935,-117.14913382543956,1391
169,-2301.6385050999243,-2184.148621255441,-1.577001241816539,-7.834553536288488,-108.10127517287997,1326
170,-2563.9572412984908,-2412.011514583003,-4.079824065858874,-13.635727480028224,-134.23919270140615,1741
171,-2347.595253220282,-2217.1997038449686,-2.9502300749950017,-9.632253267758475,-117.81306603257093,1457
172,-1504.9244276812874,-1372.675130550644,-3.566407318287778,-8.184032153870664,-120.5177267957252,1634
173,-2384.378910990165,-2259.8642626532896,-2.109208530732755,-7.697832661166428,-114.70760714495854,1413
174,-2238.888410337231,-2107.2036190346807,-3.3995188773327247,-10.49129062212014,-117.79398180307813,1614
175,-2217.892838161833,-2085.7096201355484,-3.773870058233101,-10.312618326899512,-118.0967296411358,1539
176,-2516.0059572160885,-2390.5192614157413,-2.2471824506575797,-8.758716279973072,-114.48079706972757,1423
177,-2511.261665075672,-2388.6756647234874,-1.9142355926820531,-7.4121485659238315,-113.2596161935723,1365
178,-2146.1817989621845,-2008.211623274213,-4.741206267434227,-11.53175093545699,-121.69721848506211,1576
179,-2516.843261542481,-2389.8831739504685,-1.3416054770124017,-7.620304112877545,-117.99817800213214,1314
180,-2110.8039850166397,-1981.7319905986653,-3.558976940365733,-11.076736470872177,-114.43628100673304,1483
181,-2177.565116463591,-2043.5247841093185,-4.664219049385758,-11.069530433011721,-118.30658287186354,1576
182,-2380.7985246179373,-2252.685529160758,-2.497664097397149,-9.506464230314592,-116.1088671294694,1446
183,-2332.533279043487,-2198.5311359835364,-4.006057207042566,-10.078500168313377,-119.91758568458573,1568
184,-2495.4056468826716,-2370.8901153112647,-1.9939071169529754,-7.224960031332227,-115.29692162429143,1366
185,-2253.58894299148,-2123.7455325294754,-2.8534726214599093,-10.914381085818652,-116.0755567547382,1545
186,-2297.1006794226496,-2167.0981060518084,-3.2965763602742473,-9.662670825931817,-117.04332618462969,1543
187,-2136.3367610964724,-2002.6521963221505,-3.4388536754542995,-12.48500662128178,-117.76070447757174,1662
188,-1542.4654004569134,-1417.0771637886016,-4.468423452793739,-9.687207973085714,-111.23260524245549,1618
189,-2246.0616560593144,-2110.7987000222333,-4.460038285880899,-11.709923795903297,-119.13184033157164,1689
190,-2453.2340512264554,-2325.6574386380994,-2.736623630026097,-8.492326212818744,-116.34766274550961,1477
191,-2291.6752394931686,-2154.2433107501906,-3.923552401768342,-10.956537109309837,-122.55183923189456,1652
192,-2040.082738097592,-1901.9795732101907,-5.363133277651479,-15.160158723141878,-117.57987288660907,1673
193,-2464.267346799015,-2334.010711598647,-2.530218759587337,-9.121551415373819,-118.60486502540581,1469
194,-2207.5378053392596,-2074.4500721354975,-3.6386247089651516,-8.349050743379093,-121.10005775140806,1734
195,-2395.975049824326,-2275.377056184213,-1.8948909183300109,-7.292385983858898,-111.41071673791078,1373
196,-2315.2617888826503,-2190.000995228498,-2.799642567279774,-8.493943242324725,-113.96720784453863,1436
197,-2198.0854106626484,-2073.2084353063965,-2.975525084623589,-8.683934172461507,-113.21751609915306,1456
198,-2163.7136806626772,-2030.420377189928,-3.7933098864287635,-12.532063500184769,-116.96793008614013,1553
199,-2405.2503692069367,-2289.9806108241564,-1.218993296687916,-6.419539752982468,-107.64921430578588,1300
200,-2214.5538884615717,-2072.1346984274132,-5.146273247112852,-12.970884245191938,-124.3020325418383,1685
201,-2183.558431529777,-2044.8281279080854,-5.159480509395077,-13.019254774872028,-120.55156833740722,1650
202,-2265.7652689374077,-2133.887831513114,-3.45115429815749,-11.531176385848239,-116.89510674027134,1670
203,-2215.5858602478684,-2074.308393854579,-4.99706372524989,-14.105578564965722,-122.1748241030713,1757
204,-2456.785862255257,-2326.362614769727,-2.6968198559020204,-9.255034202328538,-118.47139342731586,1409
205,-2509.382184578049,-2385.5303931104568,-2.311037893707134,-8.68864991355209,-112.86685132699108,1387
206,-2143.34411357701,-2006.250049814192,-4.944129703199768,-12.119515589371007,-120.0304184702376,1586
207,-2455.3889013751063,-2322.207097152841,-2.7508925798468913,-10.464250017876322,-119.96666162455621,1514
208,-2457.987236850738,-2325.36801824325,-2.8762034013261704,-11.547331452061922,-118.19568375412112,1606
209,-2449.5842797890864,-2327.5970876820907,-1.8192318310540456,-6.8508557500526095,-113.31710452588702,1334
210,-2166.7898065923473,-2037.9546280820487,-3.386177891354606,-11.133112598528175,-114.3158880204153,1541
211,-2278.5637197581555,-2147.6028776862095,-3.097697382199061,-10.41008970697648,-117.4530549827781,1470
212,-2435.239013756754,-2302.8320661254156,-2.84496513526841,-10.245447377828455,-119.3165351182549,1475
213,-2087.2803608324784,-1948.4010800916594,-4.424690242938226,-14.694216008376578,-119.76037448951382,1770
214,-2353.490104207302,-2227.5967815282675,-2.6963937908532123,-9.74295815920769,-113.45397072898548,1468
215,-2382.7769436043427,-2237.5271327384653,-5.506491344707526,-12.635607043404189,-127.10771247775003,1754
216,-2192.684448206113,-2063.1269501882957,-3.737469399446601,-11.769959546274768,-114.05006907209285,1589
217,-2183.8909458125863,-2055.8103111519285,-3.28630969626384,-10.46617500379358,-114.32814996058612,1571
218,-2103.461076018877,-1962.0146449574697,-4.561357318620714,-14.268538910782711,-122.61653483200735,1713
219,-2484.808791064551,-2364.72604643515,-1.4268971993425956,-7.6633778806394375,-110.99246954943145,1302
220,-2083.9431479139057,-1955.696898647325,-3.5377651045519745,-10.778059496540589,-113.99579083026734,1590
221,-2300.490033203336,-2164.38613811266,-3.513146931194498,-12.040759446937091,-120.54998871253129,1697
222,-2087.248365208837,-1946.6531954006575,-5.268757975413254,-13.738035048345886,-121.58837678441198,1772
223,-2302.56015001493,-2182.339495544132,-1.995142498941852,-7.159511693668601,-111.07261649169132,1350
224,-2388.0505136268407,-2257.013108505272,-3.059249633349738,-10.128785642570875,-117.84936984564382,1595
225,-2096.6915844217992,-1962.3402905598932,-3.994882060260846,-12.928181571768041,-117.42823022989067,1582
226,-1898.9595125591131,-1767.617391652356,-3.4521206904885697,-9.696887010825236,-118.19311320546821,1746
227,-2173.1715906256272,-2040.0718074749016,-3.5951275062783625,-11.396709520631036,-118.107946123821,1526
228,-2318.0572908986173,-2190.407511139511,-2.3619163060396087,-10.28133049502555,-115.06428700212098,1499
229,-2211.507677678956,-2080.251519908553,-3.503069715560135,-11.053463408691767,-116.69962464615779,1511
230,-2358.160458869111,-2233.8569692907095,-2.449747113109015,-5.924089702450575,-115.92965276287237,1396
231,-2482.70679156928,-2359.8438201024655,-1.6469013395816148,-7.549041723397189,-113.66702840384721,1316
232,-2376.3330687393377,-2259.3338739609894,-1.2279127273263122,-7.219061138235302,-108.57087977106146,1292
233,-2503.7437080334385,-2376.867979895566,-2.0238321485379114,-9.067180679951809,-115.78471530939942,1396
234,-2247.835662744223,-2116.8727548633633,-2.7386781048782867,-10.41354458615817,-117.81068518980882,1616
235,-2205.5310321125166,-2069.0189537700094,-4.043665502660683,-11.9787393358073,-120.48967350403893,1527
236,-2045.6107674564657,-1924.2631300126222,-2.2969897508349835,-3.5408347559378104,-115.53835767704967,1366
237,-2421.765295229427,-2301.483496030345,-1.901903126748716,-6.684072254605408,-111.72647812532875,1323
238,-1848.5506664777108,-1717.5322024076909,-4.252793328506654,-13.132788321750661,-113.63288241976154,1583
239,-2620.61552479442,-2485.724933127871,-2.2449036534281883,-8.872077076488157,-123.77361093664514,1410
240,-2427.4028222966317,-2309.7901597169425,-1.2926717507312298,-6.094366368056974,-110.22562446088673,1287
241,-2155.903916510421,-2027.3512623454578,-2.905444283243568,-10.794755518342697,-114.85245436337073,1578
242,-2298.1710110763374,-2161.1686753519043,-3.766884563682992,-12.218581374562854,-121.01686978617553,1676
243,-2276.8107222755575,-2146.5997923801774,-2.7406627998394373,-10.12016274747999,-117.35010434805172,1591
244,-2348.758573286591,-2221.752809884547,-2.8532805411035307,-8.812581788411466,-115.3399010725186,1487
245,-2024.154595044712,-1900.6070043993873,-2.6649933392727077,-8.997033306033531,-111.8855639999077,1496
246,-1776.644141190815,-1644.9031376777966,-4.085265368530432,-7.336550922480741,-120.32676571639712,1653
247,-2133.321713045809,-1994.8906690743813,-4.893936045303749,-13.695827778772017,-119.86668206487956,1637
248,-2231.692651164418,-2116.5092535641315,-1.7195707130258935,-6.8202617448013845,-106.85974751112495,1327
249,-2290.0856684012683,-2172.5562753944673,-1.5504524366231274,-8.08882545774791,-107.89697479611843,1317
250,-2136.786851336997,-2006.801205292846,-3.3425086007526157,-12.30033816511553,-114.34279927829229,1528
251,-2408.1161813218473,-2281.6939581186484,-2.6125595355000106,-7.570661998164334,-116.25919448434261,1402
252,-2371.6311703497668,-2237.3852976470785,-2.330903558822949,-12.137555279795203,-119.77741386408469,1631
253,-2144.008756049846,-2009.7909762014513,-3.965816663423438,-11.59462314556846,-118.65734003938812,1549
254,-2037.7384844658557,-1888.9102381259818,-5.895911767955224,-14.959739827791113,-128.00743401820648,1740
255,-2168.7714326594046,-2030.3900610353912,-3.9917430403627887,-12.03718115701405,-122.35244742665061,1772
256,-2129.366358811769,-1995.928229976163,-3.956251643506328,-12.74049998541344,-116.74137720667736,1749
257,-2456.865021617231,-2337.2558546337173,-1.4230187936844862,-6.609489403831861,-111.58544956950914,1304
258,-2430.675553439913,-2314.2520144000696,-1.2141909669492377,-6.513398127215879,-108.70692808352332,1287
259,-2325.1643893206065,-2202.7875332180793,-2.207884020829324,-8.108441091301989,-112.06053099027757,1333
260,-2307.903087796525,-2169.8836634346017,-3.893048997994358,-11.700356739966242,-122.42601862395308,1674
261,-2582.61491287545,-2438.7154145701734,-3.957824555991433,-12.258444680856341,-127.6832290684358,1652
262,-1965.456048019106,-1823.658727726185,-5.757999922017158,-14.331733413679537,-121.70758695722932,1642
263,-1451.3857389901734,-1336.4239017787615,-1.5590152558497825,-2.6552799322124434,-110.747542023357,1316
264,-2475.157173648569,-2348.253922724663,-2.6469158993434885,-8.965348165207295,-115.29098685936677,1435
265,-2550.690530443819,-2416.8713625418272,-2.4978494873099515,-9.822785352398522,-121.49853306229296,1469
266,-2337.8742472271238,-2217.914187030506,-1.857720494329865,-8.15313706447403,-109.94920263782835,1341
267,-2274.0338683810264,-2142.8081434320466,-2.965583815947637,-10.483204172974567,-117.77693696007007,1543
268,-2263.648182061595,-2129.5142283236087,-3.847115097101949,-12.049623395148418,-118.23721524574205,1629
