index,reward,path_reward,turn_reward,rate_reward,attitude_reward,beta_reward,alt_reward,vup_reward,speed_reward,progress_reward,action_penalty,beta_penalty,safety_penalty,steps
87,-36.41019978816757,160.57653533841128,492.070935006212,447.5473876394386,408.1568364962054,304.64768724506877,232.07571099864927,77.41762808677183,571.8794732066025,150.15157039916593,-99.59971082756104,-93.90271739383002,62.11685751777089,800
88,-292.2671099852723,98.59326619013892,514.7903485430791,487.1112767978318,472.7824279980844,337.18070547082687,96.95643368547728,276.8529920268314,521.7140159299844,27.241047738890163,-81.88667248457196,-81.47495667023009,298.80157617785113,800
89,24.814771578901098,582.6770501889774,655.3995769405176,493.04096430586685,445.211163676206,255.35383927271607,96.98744743388386,22.75499879317218,499.94132578748207,163.72086633082947,-135.2692897663917,-127.32366610497435,185.03998061281894,800
90,44.603045354928,555.6687382793771,558.8738966996328,437.92541318575087,404.8437729662505,244.0188321889299,113.81311436718508,92.33377326233878,684.0626387796301,121.0965082073835,-127.34755659305655,-125.8451585194611,187.67572074404623,800
91,-161.1199405098801,118.4229792259742,379.90741983874597,325.3162586696902,367.63280566683744,211.83897834193627,111.46536916371046,82.84986107344382,692.0674775362468,290.6647499500405,-117.61573373648854,-127.91654488204304,46.17379900626825,800
92,215.88004275854658,646.0826266272261,671.4364213679224,560.6959775482756,424.06581070791,349.08055410061485,5.85025443597141,16.703966642139612,593.5206698679277,94.3618990876113,-128.4487304857016,-76.70730446760035,46.493848057251405,800
93,51.54029603996694,313.69029609521493,413.98278967392116,443.20658456362514,495.93341379938266,261.7734446773771,276.4531182027129,613.3702207335817,563.4233559840745,12.876960524406828,-128.66705154255777,-124.02123031380918,14.538944094068434,800
94,-115.48818308076095,199.82086463862785,257.43947157905234,397.1892099440927,404.5527772494006,298.28123465870607,193.58541436541813,545.3336569789755,640.8674557703954,165.63594797190012,-108.14007366396177,-104.24421102024976,113.36126094497489,800
95,173.1318285537819,578.2239921249344,663.207460270383,531.9252056331884,442.21320015096535,279.56204324848807,86.61368735803171,97.21735848280443,631.7118420364786,101.55403952888526,-142.40464907517614,-118.9742571475868,45.606507729600295,800
96,177.18442588631788,534.6459248412506,615.6810971589919,549.1098552449793,427.9460660176574,396.0736012780383,52.19666559375083,144.7832199105274,673.8657790246695,79.33240101345146,-131.6801607645193,-67.84851027096315,76.60531387748613,800
97,-475.9377164416871,504.4146446198493,574.2331611307324,517.8163528476225,604.6945102254853,350.07961096493,339.49733800619055,483.3333906460873,227.21413376687576,127.32703228565606,-146.67563733020418,-83.03363525373729,746.9247317706452,800
98,-75.6649629365456,459.1084549683554,601.1820969960306,476.37122975484664,459.59901478279255,299.7647342286598,126.24777058887665,71.83383285440684,590.7288564825529,128.2543979074032,-110.34359154565882,-108.1080282625167,370.8789551056568,800
99,58.17498786284349,610.540020738179,624.1551388734312,460.92657551951385,454.33047673858295,241.71071646999093,123.01342526436619,273.1397909633323,627.5211938677674,62.8039942972697,-156.93050837750502,-131.66037886121688,158.0674768465142,800
100,79.25995307650537,580.0954153579337,575.4792687748727,489.53889698009556,432.5279778040906,344.9420433597565,9.94174688416713,28.32077770271138,592.4059591995609,114.21753824526826,-122.44623768990378,-72.88699939899503,129.08396483489895,800
101,-525.0167300445403,276.93869461189854,397.53852637535414,420.93673649220693,319.8882637447137,285.1926379155659,59.73993182104273,159.6176284314562,616.2642432176341,61.70581102397319,-97.99461285006196,-102.77533223892735,916.1208931096415,800
102,64.5081554329568,632.6666808197226,620.4428257554341,498.51431491877935,431.0977385782825,350.00217011605156,77.93638099240104,214.61567349873343,603.2355451132844,94.27730272678829,-144.1347837065115,-79.02044902347781,281.2856221389106,800
103,-1516.8456695862778,177.95393683467347,388.9532006074793,408.03570503497383,419.1106323320011,313.18485913964076,110.62633666001875,315.49968139862966,500.6256224482525,151.11384384319948,-84.12179782583998,-95.32134624997131,2900.606178902965,800
104,111.56954484070303,622.9259661383167,660.0698546126135,565.5517332175085,660.388634797092,333.93893254497914,281.9595386682612,493.7388906610348,343.35718146263093,91.19409865973428,-121.88231655488876,-100.06049401507961,336.1109194936508,800
105,28.42974943228482,317.8492008447155,441.7296643495602,407.1732728960359,369.1355189094921,220.06387645810844,167.03715962389887,152.14396626678575,664.0293539637678,203.676952386013,-123.74159006157586,-127.68646823648109,14.93895115889282,800
