index,reward,los_yaw_reward,los_pitch_reward,range_reward,range_response_reward,body_rate_reward,action_smooth_reward,terminal_event_reward,steps
538,-7775.252200006263,3000.0,-2952.1666025845057,2956.163630945378,-2504.8786280630534,-1843.7781677303828,375.62984812409536,-8520,3000
539,-6366.010250096169,3000.0,-2951.914602106081,2973.1384615384554,-2624.9141126193026,-2598.4367887938524,431.52162426836355,-7080,3000
540,-9851.041802590506,3000.0,-2952.376154846631,2398.0544091533907,-2236.2804810917787,-2116.5318101563325,658.9630940725214,-10428,3000
541,-7165.142441966158,3000.0,-2952.119423943071,2177.6601967743845,-2550.1683156973004,-2424.6384870446345,534.0075608266118,-7638,3000
542,-8513.331489679014,3000.0,-2952.320721737379,2712.1061487835736,-2498.1089692983705,-2610.0337850141527,691.2534151330032,-9156,3000
543,-8833.1647277598,3000.0,-2952.2520649997928,2916.529254480613,-2660.9513564694557,-2108.2315162903305,412.6454924663581,-9546,3000
544,-9303.00522802681,3000.0,-2952.353049137025,2932.295233785464,-2764.185724190626,-2539.090792560065,641.4026983725566,-10002,3000
545,-6997.522440401486,3000.0,-2952.449452229926,2972.5076310985023,-2698.899474702016,-2507.4270741602722,414.49996224114903,-7710,3000
546,-8568.432791913432,3000.0,-2952.346020369545,2995.230769230768,-2537.2673272949855,-1506.9641258228116,617.9347016289144,-9342,3000
547,-8116.105422246646,3000.0,-2952.553620442541,2947.4779666320765,-2304.7617116134156,-2125.412137147901,541.0486023706587,-8862,3000
548,-8473.175508486205,3000.0,-2952.342949818446,2970.5846153846087,-2716.847871145774,-2543.0579957758573,586.0176510122292,-9186,3000
549,-9073.614204694928,3000.0,-2952.4803468453547,2544.9258900947525,-2065.881147444677,-2037.7868919335654,513.3781650454496,-9708,3000
550,-9015.880807537585,3000.0,-2952.4004464372124,2956.8382428741834,-2814.953552932676,-2544.2404040019155,668.2963360774817,-9720,3000
551,-6703.132384407878,3000.0,-2952.399948296893,2978.57628700629,-2677.7873149047814,-2438.8451830486497,435.6117129482129,-7422,3000
552,-6837.489088666316,3000.0,-2952.4233821801786,2978.9883396731416,-2671.570584638058,-2373.818243631705,462.8545805055721,-7560,3000
553,-6835.440160867549,3000.0,-2952.4958273050083,2965.836356354316,-2665.2277889661423,-2512.3198895685614,434.86658064494037,-7548,3000
554,-7279.52795403971,3000.0,-2952.46760371527,2977.700676396995,-2448.3259655530424,-2326.2509211244183,417.35297584421807,-8016,3000
555,-9003.42721715735,3000.0,-2952.3107553191044,2986.553846153843,-2674.294836236343,-2019.4955048179415,542.6254277787458,-9744,3000
556,-7141.4131309925615,3000.0,-2952.4316660512873,2979.661538461534,-2463.348714670976,-2345.0774981870677,473.866701086944,-7878,3000
557,-6997.379080383033,3000.0,-2952.4486924388943,2977.999999999995,-2588.0000086089008,-2408.5847755488726,403.3945289891153,-7722,3000
558,-8059.189024726379,3000.0,-2952.347947594475,2985.138461538458,-2616.2296918390252,-2004.708141494143,474.00587120363105,-8802,3000
559,-7548.609024538555,3000.0,-2952.489824208716,2932.550696430446,-2660.0303869342706,-2488.7690962827573,646.2042629469457,-8256,3000
560,-7885.4307998361355,3000.0,-2952.4129703112812,2970.263970637953,-2417.660659116257,-2399.4587844668977,594.7434349954507,-8622,3000
561,-9988.436228810171,3000.0,-2952.405880066913,2101.298719291837,-2067.5307306473383,-2042.6222508740757,583.7393735434687,-10482,3000
562,-6962.574177006827,3000.0,-2952.353228628034,2976.7924042120017,-2495.41394585323,-2432.1842499864606,430.8744548713574,-7692,3000
563,-9053.389928323524,3000.0,-2952.404130142769,2956.8499135489747,-2813.102400700783,-2551.859387714309,602.397040675507,-9756,3000
564,-9010.303289771688,3000.0,-2952.338970651412,2961.058502263381,-2821.196863664841,-2537.5708126829168,584.0555533865295,-9714,3000
565,-6256.9300623785075,3000.0,-2951.932687435559,2990.3384615384593,-2728.716945605007,-2553.101970142046,431.3592219518857,-6972,3000
566,-8276.872450281911,3000.0,-2952.4324427948927,2977.3846153846102,-2579.665562143602,-2302.937289870735,402.0140501308937,-9006,3000
567,-10066.013891375384,3000.0,-2952.4718703646854,2157.526631210896,-1747.2444062121592,-1738.9733730671373,838.1095497470759,-10614,3000
568,-7258.388041211982,3000.0,-2952.3773572167324,2574.2692281270693,-2252.7989482345556,-2499.2761140587495,787.2770214381076,-7878,3000
569,-7908.78932331043,3000.0,-2952.2749879568573,2910.746140472756,-2421.526803852214,-1998.2162192480332,486.0081765276693,-8640,3000
570,-9073.31774803355,3000.0,-2952.4464657245276,2941.2237991796983,-2778.2420100480435,-2554.217437233347,656.8360392351758,-9774,3000
571,-5800.77236902134,3000.0,-2952.5805081965495,2913.311187247775,-2496.335348624718,-2539.793099266571,658.2827613991931,-6510,3000
572,-9562.670227063414,3000.0,-2952.311915672398,2904.2824015096194,-2490.887538064558,-1818.7711412462443,545.1660181414594,-10296,3000
573,-9125.478091718654,3000.0,-2952.3740479290777,2960.460242838838,-2838.234062777568,-2545.916231785561,603.2509590976033,-9828,3000
574,-7326.064947046214,3000.0,-2952.4449299358885,2976.9928576479692,-2581.8368992901724,-2393.029425124904,435.55545613293026,-8052,3000
575,-9084.888082579815,3000.0,-2952.4313098779735,2949.540785985337,-2814.6199091413537,-2553.602378713227,652.908894065835,-9786,3000
576,-7327.703385410307,3000.0,-2951.961816771234,2996.5538461538454,-2251.9079364755485,-2050.030811197337,457.14365554580957,-8094,3000
577,-8919.9579523408,3000.0,-2952.08710366269,2860.5475480605364,-2496.9413598351457,-1477.0875142752386,611.7343564091416,-9654,3000
578,-7191.816361819624,3000.0,-2951.965067733829,2989.753846153844,-2570.8180071893303,-2270.78981795995,358.5951633223624,-7926,3000
579,-8346.282355848049,3000.0,-2952.142562295724,2989.1692307692283,-2270.211253870915,-1523.1007180065503,550.2907073342218,-9132,3000
580,-6930.690515837847,3000.0,-2952.5419694816806,2727.9360021972598,-2307.831835625411,-2618.0429976860573,718.7512993254419,-7590,3000
581,-8893.224785500443,3000.0,-2952.107221211935,2989.9384615384593,-2162.015979321146,-1284.710615129301,588.9302913605381,-9696,3000
582,-9904.70727512379,3000.0,-2952.259826145366,2983.2307692307654,-2603.058756359177,-1345.3607464372487,468.9990614557834,-10674,3000
583,-7712.546268748842,3000.0,-2952.287991586358,2941.499055976859,-2791.404135151235,-2642.134317181391,503.79051557939295,-8406,3000
584,-13187.393700797209,3000.0,-2951.856433893498,2999.753846153846,-2310.7823928140638,-1141.4639882920417,79.23150964405079,-13980,3000
585,-8990.174151990672,3000.0,-2952.3721352398834,2929.3837744801326,-2556.5624984566766,-1600.3467117144894,629.487166516231,-9738,3000
586,-8942.07857456249,3000.0,-2951.1043579567217,3000.0,-2575.401951139317,-1763.9631031698123,467.87307046288333,-9702,3000
587,-7665.590384765163,3000.0,-2952.393519929032,2965.599999999992,-2498.005993959409,-2163.4652458796577,630.1254979153878,-8406,3000
588,-8522.425291740334,3000.0,-2952.1637029410917,2804.574489360062,-2376.802728355659,-1494.6324119895635,659.8358524234167,-9246,3000
589,-8042.2872555667755,3000.0,-2952.3219230668274,2965.6886287590723,-2496.1167287730073,-1537.5116276150934,635.143424706939,-8808,3000
590,-8989.759659742838,3000.0,-2952.251596392644,2983.0769230769192,-2261.9322327607074,-1110.6071220745725,625.8228453990712,-9792,3000
591,-11828.67149013093,3000.0,-2951.3725482165573,2999.353846153846,-2768.184600763984,-1901.8751353238467,107.02880296930033,-12564,3000
592,-7921.821615969039,3000.0,-2952.4313592093076,2828.5391612583167,-2309.3905349706224,-2543.844978267372,707.0562957374015,-8616,3000
593,-8097.060410811091,3000.0,-2951.9001719475527,2987.6307692307664,-2452.8353799248966,-1433.4005211674876,500.5970580638822,-8874,3000
594,-7694.754575852411,3000.0,-2952.44330532413,2789.8594280400766,-2170.209325199464,-2517.3183101226846,808.8779068389686,-8388,3000
595,-8702.929332603153,3000.0,-2952.3295482124404,2889.4812931730658,-2567.295990510163,-1734.3472811465895,629.688157698371,-9432,3000
596,-7667.729268642486,3000.0,-2952.3324128714717,2778.5477325997704,-2575.592744669918,-2498.7693922671883,818.4084431120345,-8334,3000
597,-7389.281743361444,3000.0,-2952.4617798553095,2842.1399495025944,-2651.032635080747,-2619.331278563276,692.8225845607498,-8064,3000
598,-8208.409737343123,3000.0,-2952.275673686897,2964.057684097571,-2879.021205097482,-2622.4475091390586,472.9593475629852,-8904,3000
599,-14747.99637044094,3000.0,-2951.8110469814665,3000.0,-2584.9547532032693,-1635.7190044537156,355.46050521677205,-15510,3000
600,-7089.460236860658,3000.0,-2952.34568887914,2866.180141889669,-2577.5435364463647,-2642.5443749122855,723.3565257043035,-7776,3000
601,-8648.640616440625,3000.0,-2952.3693077020744,2972.2337105728916,-2677.391939679633,-1472.4956831311797,627.3059932634137,-9408,3000
602,-8188.232604073386,3000.0,-2952.361895192509,2963.3277021544905,-2490.854686326387,-2539.8793610255425,765.239983568259,-8916,3000
603,-7352.604101139548,3000.0,-2952.407814969405,2874.880737437921,-2616.923441097227,-2653.452721234223,767.9038783074217,-8040,3000
604,-5878.19351910193,3000.0,-2952.340343929254,2966.7076923076847,-2638.456748254649,-2416.228176589041,608.27300490271,-6600,3000
605,-8902.461265662896,3000.0,-2952.3284983685626,2976.676923076918,-2579.8616781635506,-1487.195684623862,501.33838536148244,-9666,3000
606,-8152.178782877247,3000.0,-2952.4191107228958,2531.976521109268,-2073.714201392613,-2556.4399964312493,752.164833560292,-8766,3000
607,-9152.918627879477,3000.0,-2952.3378121347896,2682.4611268779618,-2233.6595921695507,-1362.8831274744896,698.8406141438611,-9852,3000
608,-6571.778248226093,3000.0,-2951.6181386214926,2948.892307692296,-2816.950279750746,-2578.619072288106,662.7898548362668,-7272,3000
609,-11197.883213922194,3000.0,-2950.0484263336193,2251.520949899296,-2649.766328226295,-1403.6537404758524,538.8856018081028,-11730,3000
610,-17260.85057649142,3000.0,-2948.133830079382,3000.0,-2928.4455980250173,-1516.5002966094391,-54.05015722899725,-18000,3000
611,-8220.478112441708,3000.0,-2950.6703706453613,2966.461538461531,-2760.573491668495,-2553.343741341749,511.8435988714424,-8928,3000
612,-7304.79721981153,3000.0,-2951.460946269555,2945.015384615372,-2814.0925769886803,-2582.9317190920806,671.4089443618277,-8004,3000
613,-10544.493157796922,3000.0,-2949.799136091416,2652.0598287277558,-2589.7724286668204,-1405.8110945145054,520.1104432941138,-11208,3000
614,-9221.318550066831,3000.0,-2950.5974977966694,2970.215384615378,-2837.4057368635913,-2571.839967175808,476.0835098944052,-9924,3000
615,-8297.466773168733,3000.0,-2950.747169240788,2957.4769230769134,-2719.4488672467282,-2550.803163954006,578.9381940591599,-9006,3000
616,-8267.934251517769,3000.0,-2951.3273273269733,2969.7846153846085,-2712.522886021839,-2542.9792027490275,631.4980693348248,-8982,3000
617,-9739.188414322814,3000.0,-2950.2209894800717,2957.571015690703,-2533.751568754806,-2532.122618212913,488.478820748006,-10458,3000
618,-11600.720881752839,3000.0,-2948.4112318888433,2994.5230769230757,-2902.7749138577115,-1495.1581235036851,24.807381942617837,-12342,3000
619,-6617.608685035119,3000.0,-2952.001817524497,1377.7408837873127,-2551.3152137200086,-2599.020603883578,859.7275560412454,-6834,3000
620,-11728.13624195601,3000.0,-2949.0481360419594,2984.738461538458,-2863.743630380974,-1720.2392818317398,153.85213941107725,-12462,3000
621,-11995.157285635227,3000.0,-2949.477819570435,2996.523076923076,-2831.706244290193,-1704.8827287136085,294.2959365823293,-12738,3000
622,-11602.102006849575,3000.0,-2948.5170424317575,2995.353846153845,-2825.9693840068167,-1923.9116265841028,-28.757800818128658,-12330,3000
623,-7693.213706508822,3000.0,-2951.227382291442,2989.9384615384593,-2873.8718973643413,-2602.6846376567196,846.9223821709485,-8406,3000
624,-17254.136100563795,3000.0,-2948.447447711148,3000.0,-2924.3652167359096,-1329.3046186658962,-99.9409796743522,-18000,3000
625,-8095.7670588045385,3000.0,-2950.4937127681565,2641.752349363041,-2486.5190982378213,-2543.5069765258813,598.080158102453,-8718,3000
626,-8015.881133769555,3000.0,-2951.4638320995805,2490.88169738388,-2563.6114456596683,-2443.1539878796025,752.3996352933377,-8592,3000
627,-8552.234604947369,3000.0,-2951.392271772398,2990.4923076923055,-2814.906292133391,-2609.5621039855614,626.5122414779017,-9264,3000
628,-7807.930657454223,3000.0,-2951.426768740062,2952.892307692297,-2835.7100164495496,-2578.1871719074093,643.5230035720562,-8508,3000
629,-6472.669810297244,3000.0,-2951.3587819607187,2961.815384615376,-2832.246647646957,-2557.79034678913,611.5246259533212,-7176,3000
630,-6758.725191687955,3000.0,-2952.003290539333,1242.4404651222187,-2487.07072675019,-2604.516716995624,886.9911517926872,-6936,3000
631,-10631.42319202984,3000.0,-2949.9098969319257,2961.2615384615297,-2625.7202517399505,-2519.2393567383833,462.8536741115999,-11346,3000
632,-9451.87745905408,3000.0,-2950.026597045938,2959.8461538461447,-2649.9860511609995,-2529.4302513589328,457.83296313988177,-10164,3000
633,-12085.884687448925,3000.0,-2949.6811116340655,2577.890772697546,-2842.2859593662397,-1593.320679503367,467.9102967338391,-12702,3000
634,-8374.93949534991,3000.0,-2951.43463492208,2969.7814619519586,-2715.4525161312035,-2387.598672412479,681.0310238728275,-9096,3000
635,-15531.592189896497,3000.0,-2943.0051756910416,3000.0,-2915.8111308462912,-1557.2582640914825,570.4232499357856,-16284,3000
636,-6601.767162218244,3000.0,-2951.4480444914507,2949.1999999999884,-2815.7291579464495,-2601.951197023671,698.7004464372518,-7302,3000
637,-11598.70142513494,3000.0,-2949.788025379878,2453.7029743118037,-2802.398431409318,-1557.6489442317184,524.78255894185,-12180,3000
638,-7587.659171581476,3000.0,-2951.442294776436,2946.5230769230648,-2827.5046932023115,-2571.6359441600835,621.5346978057011,-8286,3000
639,-7007.4939559603845,3000.0,-2951.138641002692,2955.107692307682,-2821.2683472100575,-2553.2552977154373,632.112910104678,-7710,3000
640,-7218.84229554959,3000.0,-2952.342665211523,2890.108411208033,-2462.1426244337117,-2618.726619781218,677.5145467538359,-7920,3000
641,-7959.455820193007,3000.0,-2951.824043722434,2978.168202318383,-2844.5711434001087,-2372.909259061603,685.2343089612757,-8676,3000
642,-7444.454592100178,3000.0,-2951.9336654408253,2976.830769230764,-2850.3949083334423,-2421.0767707902282,772.2550622381359,-8160,3000
643,-8136.409478833816,3000.0,-2952.110736536574,1818.3618664378046,-2186.985949168269,-2604.354811271735,789.1753281847591,-8514,3000
644,-8137.374683922977,3000.0,-2951.7789628602277,2976.99594376935,-2848.5556253557916,-2453.464823188128,680.390529054365,-8850,3000
645,-7403.959336464253,3000.0,-2952.3339704636305,2900.59193580955,-2502.533620596585,-2621.6198392375336,680.7462646629117,-8106,3000
646,-6027.561527381933,3000.0,-2951.9151645215156,2937.8309018920877,-2626.906502327428,-2605.183038020587,838.3576358878493,-6738,3000
647,-7282.340714920786,3000.0,-2952.230654289548,2882.079763387782,-2483.8671708015536,-2610.7393767052927,678.4590171818138,-7980,3000
648,-8518.565824119909,3000.0,-2952.2236317429597,1642.1158465557135,-2088.850839689862,-2603.7910175736974,707.5678718730976,-8844,3000
649,-7363.408978697814,3000.0,-2952.2908983279876,2890.4562318542703,-2473.5572160530446,-2609.849126565836,659.2758548673614,-8064,3000
650,-7652.00597532579,3000.0,-2952.233291342753,2898.7844327001776,-2522.4991661812833,-2618.8944455215374,660.1693107560769,-8352,3000
651,-7604.017024810377,3000.0,-2952.2766913547066,2881.1706827048265,-2434.719411355461,-2609.8038194194974,660.6103199249944,-8304,3000
652,-7214.049086169212,3000.0,-2952.3090413990712,2895.2840282234147,-2506.2589450884675,-2617.7689609891304,664.260759170752,-7914,3000
653,-7478.832983388351,3000.0,-2952.3085377464913,2872.4836785433486,-2488.875672323298,-2623.0473289490346,648.2702075727476,-8172,3000
654,-8542.506323312147,3000.0,-2952.3349941484744,1533.9680801231282,-1948.2955513762086,-2606.357777690596,826.1564929609639,-8844,3000
655,-7409.660649843576,3000.0,-2952.247959473503,2840.140855019699,-2483.3542646151636,-2617.0297410038934,694.8035059470309,-8094,3000
656,-7982.521950371361,3000.0,-2952.231694702675,2852.1996567508563,-2381.2726356900375,-2611.1724479024333,640.5782079316882,-8676,3000
657,-8073.423056322189,3000.0,-2951.9987069478984,2509.0863018418804,-2505.5435184079797,-2607.7472691691446,747.570780226956,-8652,3000
658,-7262.201730829149,3000.0,-2952.2776206452127,2889.911723381286,-2475.23513629758,-2607.499776621357,628.4728642365735,-7962,3000
659,-7356.150780143359,3000.0,-2952.3126590287907,2888.4559382340876,-2458.950015829386,-2602.866276536206,696.7510354824565,-8058,3000
660,-8444.425661193864,3000.0,-2951.1398236700716,2982.5846153846114,-2770.3252368420012,-2603.404032646221,593.3841672452671,-9156,3000
661,-7877.951596765457,3000.0,-2952.2541249015594,2896.889406577013,-2489.1470060695083,-2608.961781937165,673.6202762094554,-8580,3000
662,-8652.212845082177,3000.0,-2952.1896117562515,1566.094583646749,-1934.3897107152943,-2576.4066888282496,722.8604463209518,-8964,3000
663,-7575.898354982458,3000.0,-2952.297436052208,2866.98117511107,-2487.6009097421756,-2620.2215924712273,673.3881845601461,-8268,3000
664,-8379.534959369817,3000.0,-2952.1632451718456,1775.4876090495022,-2005.5374989986244,-2597.437395043911,761.5496538073141,-8754,3000
665,-8722.289835374015,3000.0,-2951.2808274050776,2982.4923076923037,-2627.18120870489,-2610.458986199793,688.5861584719012,-9444,3000
666,-8834.813275910183,3000.0,-2952.293760440194,1576.85414486214,-1910.925127096541,-2606.241319644073,711.6282635059451,-9150,3000
667,-7403.056472338365,3000.0,-2952.228384429798,2870.5835068835886,-2438.0363108576867,-2610.473901153984,688.5512894940177,-8100,3000
668,-7255.950868376976,3000.0,-2952.299738898258,2864.5243324413564,-2461.1776211094984,-2604.4100317188963,699.215816077241,-7950,3000
669,-8834.656616441796,3000.0,-2952.154212256671,1887.6514532045062,-1963.68736001701,-2603.393285084273,697.0619751083511,-9246,3000
670,-8859.811269844437,3000.0,-2952.0971546532724,1875.8505673362204,-1939.6584889020464,-2598.166903831984,744.6911090646784,-9270,3000
671,-7698.446932650429,3000.0,-2951.84452263231,2969.214971894415,-2865.9222327830807,-2522.664621180301,742.8222231276472,-8406,3000
672,-7793.9017043824415,3000.0,-2952.3065967793054,2973.876923076917,-2878.4008819639134,-2372.084336787751,739.1609732621889,-8508,3000
673,-7181.664768557329,3000.0,-2951.998528052991,2964.646153846146,-2883.1631396022235,-2638.056637255008,840.0023214296875,-7884,3000
674,-12870.90018089485,3000.0,-2952.4276295911727,1474.6728127930455,-1867.9179472828769,-2439.796955525189,782.4157458186817,-13164,3000
675,-8523.406274749752,3000.0,-2952.297671604951,2693.8750562427017,-2666.416336433581,-2649.5210959089186,762.7391646639105,-9150,3000
676,-13146.686877885952,3000.0,-2951.0819938508084,2993.13846153846,-2833.930437908566,-1599.0416157645443,192.62724465796373,-13890,3000
677,-7558.257466774581,3000.0,-2952.0568708254536,2974.1538461538403,-2857.903364065874,-2233.324935273237,773.9351395160552,-8280,3000
678,-6764.822317895767,3000.0,-2952.5736081667196,598.0065290923862,-2266.8609707665523,-2641.8684343252075,1016.2772925320028,-6750,3000
679,-10204.708740811326,3000.0,-2952.3331819143964,2683.931668869315,-2519.815040352663,-1836.114774491061,590.6621309916827,-10866,3000
680,-6646.260409257574,3000.0,-2952.169652042466,2436.7411116208145,-2537.9970802703433,-2638.4995743546947,824.8264361285154,-7200,3000
681,-7292.63699209411,3000.0,-2952.4013898381945,2492.534272869883,-2530.672191759944,-2655.6144777556256,629.2696252768346,-7860,3000
682,-8311.74061151089,3000.0,-2952.2235940120922,2518.784554944227,-2399.9556257633394,-1738.423929272682,724.7089554121403,-8934,3000
683,-10259.161763911761,3000.0,-2952.4154306585333,2053.398359664167,-2784.520779104492,-2653.5206030825643,786.7889037067916,-10674,3000
684,-6709.6289297400535,3000.0,-2951.1554488054803,2984.9538461538427,-2817.2233197425785,-2537.6195722192097,604.6882777999144,-7422,3000
685,-6809.091046440326,3000.0,-2952.5658013881734,1053.6708259081831,-2324.4394185587025,-2645.5094149200645,992.1044151180001,-6936,3000
686,-9151.50858753469,3000.0,-2952.4198495111114,1137.6456181578235,-1744.1625599920876,-2623.983098738131,1041.4124478434837,-9342,3000
687,-7440.351000091539,3000.0,-2952.523509430691,889.9958858351217,-2360.1936518534544,-2652.425685377576,968.3245777315323,-7512,3000
688,-9052.43337335248,3000.0,-2952.394535882399,2557.357848919425,-2302.4680807802815,-2663.443354913505,633.2094494930409,-9654,3000
689,-7121.070559617697,3000.0,-2952.5754112036484,1002.9064941345604,-2351.5079373787157,-2643.191910224643,982.0821283953992,-7230,3000
690,-7632.732297550752,3000.0,-2952.4568197069557,1113.4495128587064,-2432.6256148933226,-2668.4997261691124,922.3783169578674,-7770,3000
691,-6225.946925069144,3000.0,-2952.383887947042,2489.3564031208107,-2812.605316126679,-2666.210879523523,881.3310899942368,-6780,3000
692,-7998.263660614054,3000.0,-2952.4467503352944,2240.8341414078827,-2412.1027816333835,-2687.444426539661,583.8157438946205,-8490,3000
693,-8194.13324371614,3000.0,-2952.3991489162827,2512.587262444425,-2048.956402162396,-2167.5066553663846,812.2105837524015,-8820,3000
694,-7198.778617693672,3000.0,-2952.4729969629843,1877.484951880276,-2557.6595899858926,-2633.0743868576765,800.0053731607532,-7572,3000
695,-7019.109023598646,3000.0,-2952.479652310898,1218.7122295297206,-2500.47960383084,-2639.0793005229034,964.4250410974046,-7188,3000
696,-7795.846691653427,3000.0,-2952.399750599077,1777.2362896912766,-2511.873078557148,-2641.282734804105,928.4656066155337,-8142,3000
697,-6916.299591460652,3000.0,-2952.5739935443457,949.5327977899716,-2349.988798529068,-2648.708499598924,981.0629799446838,-7008,3000
698,-6973.635192629,3000.0,-2952.592515482234,899.3602466234432,-2325.7474575996903,-2652.0072578389204,951.213470978856,-7050,3000
699,-6562.413024441403,3000.0,-2952.5425014547122,960.7705435006362,-2409.196821061814,-2654.593618628042,984.4776084531163,-6654,3000
700,-7467.207004601557,3000.0,-2952.475070409572,1894.7330761054677,-2538.628219295494,-2645.871299283835,871.1488610798121,-7848,3000
701,-9598.240049690172,3000.0,-2950.375174375438,2988.492307692305,-2814.9805379250074,-2048.437822743006,619.9406646449206,-10332,3000
702,-7722.931215520691,3000.0,-2952.3698284514053,2571.6944397787192,-2467.647525410544,-2625.876639034952,698.9412646063586,-8322,3000
703,-6765.8585483076595,3000.0,-2952.5474595991327,931.3031861937902,-2436.5119756608083,-2656.520097431292,969.5572364923232,-6846,3000
704,-11285.63007216411,3000.0,-2952.3999688013187,2544.6675201450316,-2332.355710734513,-2522.7708786068124,584.8245394866726,-11886,3000
705,-8639.27565004594,3000.0,-2952.104139141184,2982.892307692304,-2541.9546631733874,-2655.534358957917,480.53959987591077,-9360,3000
706,-5221.938881461387,3000.0,-2952.609985336113,2005.1154400738121,-2400.68532819382,-2621.212403116374,807.4494704885278,-5646,3000
707,-5477.963008135816,3000.0,-2952.5676174014056,2774.810581104161,-2415.0643491170513,-2634.6113431305134,660.3780956541291,-6144,3000
708,-7745.415656843128,3000.0,-2952.1553816961723,2899.7649168308253,-2554.7189465746096,-2241.237066817639,714.0956439451136,-8460,3000
709,-7805.989800124424,3000.0,-2952.459758169261,1996.1559791315754,-2030.7387293481486,-2574.5824505374076,742.7518168797956,-8250,3000
710,-8520.24784451042,3000.0,-2952.1325846596587,2545.3359424064165,-2504.7699670033844,-2635.3782685057536,681.4203156079759,-9108,3000
711,-8670.591306803657,3000.0,-2952.542054334438,1495.937511854875,-2227.355746331069,-2643.1694238443547,744.5132397121092,-8940,3000
712,-6522.218146969949,3000.0,-2952.7119843423047,1573.2428104802727,-2408.5795502392643,-2628.105025923929,942.5482375029231,-6810,3000
713,-7553.0311975537315,3000.0,-2952.208816615597,2873.265502991708,-2420.195587156256,-2429.877468696211,531.8749672559404,-8256,3000
714,-8792.614519531899,3000.0,-2951.6406401072036,2980.427943671823,-2767.9735937886117,-1822.6380904634614,557.8740578671029,-9534,3000
715,-6390.214193701408,3000.0,-2952.3621121098413,2743.947398672625,-2550.116083963813,-2588.182925870776,550.6396216114081,-7038,3000
716,-8665.811596497622,3000.0,-2952.1982677986825,2983.5999999999963,-2669.554982104902,-2586.935897849448,589.5291223297963,-9384,3000
717,-8441.213208239118,3000.0,-2952.0800157995122,2946.684972645394,-2557.7503815606624,-2582.771770023303,364.454895008252,-9150,3000
718,-5509.686032255233,3000.0,-2952.038170041743,2979.2307692307645,-2650.3088478581776,-2625.322543276727,682.1883147848682,-6228,3000
719,-9570.120015320746,3000.0,-2952.2372699145485,2938.903249620568,-2410.2101884606404,-2518.981581269093,775.93738044859,-10296,3000
720,-7610.410275454848,3000.0,-2952.606294187235,1920.8068083510218,-2249.659415624293,-2563.344418999385,663.9452241360717,-8016,3000
721,-10264.224525965097,3000.0,-2952.2113030190467,2647.00744191059,-2450.599934355585,-1710.7430253713783,745.32114992436,-10926,3000
722,-10512.300892478324,3000.0,-2952.4140457778703,1700.0867094815271,-2066.20960215477,-2566.424321867798,753.6703923671425,-10860,3000
723,-8328.37489090758,3000.0,-2952.2517385784213,2689.2396330281485,-1990.9321568326939,-1812.0908738500996,586.4273869519798,-9024,3000
724,-7256.6519756298285,3000.0,-2952.5328375418276,2331.7144001874094,-1848.6448042489346,-2241.2386149206636,628.9078574401423,-7830,3000
725,-7335.071905590529,3000.0,-2952.3449842788345,2241.2380684649306,-2196.009955167702,-2578.6923497690454,769.5300675904075,-7848,3000
726,-8693.155812067373,3000.0,-2952.6104596034857,1414.8452382220535,-2065.528493783386,-2621.1077639381515,685.253934337519,-8946,3000
727,-12807.683915913547,3000.0,-2950.578393068017,2999.4153846153845,-2810.637666189576,-2630.782822151865,427.89100355398625,-13518,3000
728,-10339.336013451088,3000.0,-2952.5072552019265,1257.8896945687147,-2269.9050496658974,-2635.9556840767477,728.70675974032,-10530,3000
729,-7911.966012113093,3000.0,-2952.2211991459203,2511.1358466454462,-2418.130523321356,-1642.731434867569,598.9196559182591,-8532,3000
730,-9988.46301955909,3000.0,-2952.235478156079,2966.5292928360136,-2498.3096724651123,-2553.6712147954986,750.4194800603088,-10716,3000
731,-8339.889711064345,3000.0,-2952.388932476606,2951.834697391965,-2362.9242555996752,-2496.6931579848683,396.5413487007231,-9066,3000
732,-8186.208545967059,3000.0,-2951.26763945999,2989.7230769230746,-2603.43572782686,-2381.4051792552877,447.4033518600821,-8916,3000
733,-7751.518502215551,3000.0,-2952.2808542685843,2975.352530219226,-2671.946575102391,-1717.8404740109793,606.4488915057757,-8502,3000
734,-8120.17047123816,3000.0,-2952.1307446757596,2970.0307692307624,-2544.5856511479155,-1999.0341521230991,736.901481627564,-8868,3000
735,-7625.615067317525,3000.0,-2952.4245574190104,2918.0700681636827,-2718.332002910154,-2687.1133314366753,598.1410885861723,-8316,3000
736,-7375.640460375005,3000.0,-2952.3930941417557,2506.713373278751,-2526.3275768246745,-2619.3513939722825,666.538043577184,-7950,3000
737,-6971.106346639165,3000.0,-2952.6715027947275,907.9655614242506,-2320.900368799379,-2609.338991589991,841.3565463589488,-7050,3000
738,-6760.252739091842,3000.0,-2952.395139986886,2940.32123714183,-2706.005795135509,-2581.293364224541,661.1496501858687,-7464,3000
739,-9302.890515105062,3000.0,-2952.2434372734588,2494.387329077907,-2402.1947022872514,-1678.4447006440041,644.6456546294346,-9918,3000
740,-7664.610398036395,3000.0,-2952.483740350783,1387.161314023846,-2310.6246058139623,-2641.0492914315278,828.6114923224222,-7896,3000
741,-10057.16028823638,3000.0,-2952.521475619988,566.6189417788206,-1391.4808526450763,-2351.5528392353203,793.9746777963153,-10092,3000
